"date","area","site","ufp"
2000-02-04,"wmid","birmcen",16692.8151041667
2000-02-05,"wmid","birmcen",8042.92384375
2000-02-06,"wmid","birmcen",14016.74015625
2000-02-07,"wmid","birmcen",9979.41163541667
2000-02-08,"wmid","birmcen",15049.6756979167
2000-02-09,"wmid","birmcen",15827.0258020833
2000-02-10,"wmid","birmcen",18331.1831354167
2000-02-11,"wmid","birmcen",10330.5145416667
2000-02-12,"wmid","birmcen",16747.5882291667
2000-02-13,"wmid","birmcen",23164.3250729167
2000-02-14,"wmid","birmcen",22745.0698958333
2000-02-15,"wmid","birmcen",NA
2000-02-16,"wmid","birmcen",NA
2000-02-17,"wmid","birmcen",22359.3682395833
2000-02-18,"wmid","birmcen",11267.0137916667
2000-02-19,"wmid","birmcen",20075.7427708333
2000-02-20,"wmid","birmcen",24560.6964895833
2000-02-21,"wmid","birmcen",25554.7855729167
2000-02-22,"wmid","birmcen",30414.664375
2000-02-23,"wmid","birmcen",20123.735375
2000-02-24,"wmid","birmcen",21745.20234375
2000-02-25,"wmid","birmcen",16605.7090833333
2000-02-26,"wmid","birmcen",6397.72155208333
2000-02-27,"wmid","birmcen",15713.10803125
2000-02-28,"wmid","birmcen",17156.1264375
2000-02-29,"wmid","birmcen",18804.3107083333
2000-03-01,"wmid","birmcen",NA
2000-03-02,"wmid","birmcen",NA
2000-03-03,"wmid","birmcen",17810.9260208333
2000-03-04,"wmid","birmcen",23702.4088541667
2000-03-05,"wmid","birmcen",9847.83251041667
2000-03-06,"wmid","birmcen",13624.9089270833
2000-03-07,"wmid","birmcen",10503.9550416667
2000-03-08,"wmid","birmcen",5857.25542708333
2000-03-09,"wmid","birmcen",17427.5387083333
2000-03-10,"wmid","birmcen",9322.19955208333
2000-03-11,"wmid","birmcen",10377.7356041667
2000-03-12,"wmid","birmcen",13757.2229375
2000-03-13,"wmid","birmcen",14031.0863645833
2000-03-14,"wmid","birmcen",14066.88425
2000-03-15,"wmid","birmcen",17719.6630104167
2000-03-16,"wmid","birmcen",17679.4105833333
2000-03-17,"wmid","birmcen",19663.57534375
2000-03-18,"wmid","birmcen",NA
2000-03-19,"wmid","birmcen",NA
2000-03-20,"wmid","birmcen",NA
2000-03-21,"wmid","birmcen",14651.5353578947
2000-03-22,"wmid","birmcen",18288.9380208333
2000-03-23,"wmid","birmcen",26516.9706666667
2000-03-24,"wmid","birmcen",17274.3736979167
2000-03-25,"wmid","birmcen",16749.0530208333
2000-03-26,"wmid","birmcen",10346.4033854167
2000-03-27,"wmid","birmcen",17343.4630833333
2000-03-28,"wmid","birmcen",24856.9813789474
2000-03-29,"wmid","birmcen",NA
2000-03-30,"wmid","birmcen",NA
2000-03-31,"wmid","birmcen",24396.6609479167
2000-04-01,"wmid","birmcen",NA
2000-04-02,"wmid","birmcen",NA
2000-04-03,"wmid","birmcen",NA
2000-04-04,"wmid","birmcen",NA
2000-04-05,"wmid","birmcen",27146.5223020833
2000-04-06,"wmid","birmcen",29550.9290625
2000-04-07,"wmid","birmcen",17356.3351145833
2000-04-08,"wmid","birmcen",16674.1526041667
2000-04-09,"wmid","birmcen",20084.07796875
2000-04-10,"wmid","birmcen",NA
2000-04-11,"wmid","birmcen",NA
2000-04-12,"wmid","birmcen",NA
2000-04-13,"wmid","birmcen",NA
2000-04-14,"wmid","birmcen",NA
2000-04-15,"wmid","birmcen",NA
2000-04-16,"wmid","birmcen",NA
2000-04-17,"wmid","birmcen",NA
2000-04-18,"wmid","birmcen",NA
2000-04-19,"wmid","birmcen",11056.624375
2000-04-20,"wmid","birmcen",19236.1832873563
2000-04-21,"wmid","birmcen",NA
2000-04-22,"wmid","birmcen",NA
2000-04-23,"wmid","birmcen",NA
2000-04-24,"wmid","birmcen",NA
2000-04-25,"wmid","birmcen",NA
2000-04-26,"wmid","birmcen",NA
2000-04-27,"wmid","birmcen",NA
2000-04-28,"wmid","birmcen",NA
2000-04-29,"wmid","birmcen",NA
2000-04-30,"wmid","birmcen",NA
2000-05-01,"wmid","birmcen",NA
2000-05-02,"wmid","birmcen",NA
2000-05-03,"wmid","birmcen",21192.80275
2000-05-04,"wmid","birmcen",15099.98959375
2000-05-05,"wmid","birmcen",NA
2000-05-06,"wmid","birmcen",NA
2000-05-07,"wmid","birmcen",NA
2000-05-08,"wmid","birmcen",NA
2000-05-09,"wmid","birmcen",NA
2000-05-10,"wmid","birmcen",NA
2000-05-11,"wmid","birmcen",NA
2000-05-12,"wmid","birmcen",NA
2000-05-13,"wmid","birmcen",NA
2000-05-14,"wmid","birmcen",NA
2000-05-15,"wmid","birmcen",NA
2000-05-16,"wmid","birmcen",NA
2000-05-17,"wmid","birmcen",13217.132375
2000-05-18,"wmid","birmcen",11496.5062291667
2000-05-19,"wmid","birmcen",NA
2000-05-20,"wmid","birmcen",NA
2000-05-21,"wmid","birmcen",NA
2000-05-22,"wmid","birmcen",NA
2000-05-23,"wmid","birmcen",NA
2000-05-24,"wmid","birmcen",NA
2000-05-25,"wmid","birmcen",NA
2000-05-26,"wmid","birmcen",NA
2000-05-27,"wmid","birmcen",NA
2000-05-28,"wmid","birmcen",NA
2000-05-29,"wmid","birmcen",NA
2000-05-30,"wmid","birmcen",NA
2000-05-31,"wmid","birmcen",NA
2000-06-01,"wmid","birmcen",NA
2000-06-02,"wmid","birmcen",NA
2000-06-03,"wmid","birmcen",NA
2000-06-04,"wmid","birmcen",NA
2000-06-05,"wmid","birmcen",NA
2000-06-06,"wmid","birmcen",NA
2000-06-07,"wmid","birmcen",NA
2000-06-08,"wmid","birmcen",NA
2000-06-09,"wmid","birmcen",NA
2000-06-10,"wmid","birmcen",NA
2000-06-11,"wmid","birmcen",NA
2000-06-12,"wmid","birmcen",NA
2000-06-13,"wmid","birmcen",NA
2000-06-14,"wmid","birmcen",NA
2000-06-15,"wmid","birmcen",NA
2000-06-16,"wmid","birmcen",NA
2000-06-17,"wmid","birmcen",NA
2000-06-18,"wmid","birmcen",NA
2000-06-19,"wmid","birmcen",NA
2000-06-20,"wmid","birmcen",NA
2000-06-21,"wmid","birmcen",NA
2000-06-22,"wmid","birmcen",NA
2000-06-23,"wmid","birmcen",NA
2000-06-24,"wmid","birmcen",NA
2000-06-25,"wmid","birmcen",NA
2000-06-26,"wmid","birmcen",NA
2000-06-27,"wmid","birmcen",NA
2000-06-28,"wmid","birmcen",NA
2000-06-29,"wmid","birmcen",NA
2000-06-30,"wmid","birmcen",NA
2000-07-01,"wmid","birmcen",NA
2000-07-02,"wmid","birmcen",NA
2000-07-03,"wmid","birmcen",NA
2000-07-04,"wmid","birmcen",NA
2000-07-05,"wmid","birmcen",NA
2000-07-06,"wmid","birmcen",NA
2000-07-07,"wmid","birmcen",NA
2000-07-08,"wmid","birmcen",NA
2000-07-09,"wmid","birmcen",NA
2000-07-10,"wmid","birmcen",NA
2000-07-11,"wmid","birmcen",NA
2000-07-12,"wmid","birmcen",NA
2000-07-13,"wmid","birmcen",NA
2000-07-14,"wmid","birmcen",NA
2000-07-15,"wmid","birmcen",17108.7459270833
2000-07-16,"wmid","birmcen",12943.5189791667
2000-07-17,"wmid","birmcen",20346.8185625
2000-07-18,"wmid","birmcen",22055.26434375
2000-07-19,"wmid","birmcen",19774.6368125
2000-07-20,"wmid","birmcen",18327.4533229167
2000-07-21,"wmid","birmcen",20583.7419375
2000-07-22,"wmid","birmcen",9419.7110625
2000-07-23,"wmid","birmcen",6618.72691666667
2000-07-24,"wmid","birmcen",11622.8667083333
2000-07-25,"wmid","birmcen",13450.9848105263
2000-07-26,"wmid","birmcen",12584.1509375
2000-07-27,"wmid","birmcen",12331.7426041667
2000-07-28,"wmid","birmcen",10158.3497916667
2000-07-29,"wmid","birmcen",8354.50915625
2000-07-30,"wmid","birmcen",5703.35354166667
2000-07-31,"wmid","birmcen",11341.8916875
2000-08-01,"wmid","birmcen",10046.6474270833
2000-08-02,"wmid","birmcen",10822.3797604167
2000-08-03,"wmid","birmcen",11394.5686145833
2000-08-04,"wmid","birmcen",15089.8553333333
2000-08-05,"wmid","birmcen",10135.0035729167
2000-08-06,"wmid","birmcen",9007.78519791667
2000-08-07,"wmid","birmcen",11943.095375
2000-08-08,"wmid","birmcen",13755.26059375
2000-08-09,"wmid","birmcen",12010.2534042553
2000-08-10,"wmid","birmcen",14089.3999791667
2000-08-11,"wmid","birmcen",15611.819625
2000-08-12,"wmid","birmcen",14062.57040625
2000-08-13,"wmid","birmcen",7970.89322916667
2000-08-14,"wmid","birmcen",10127.4573854167
2000-08-15,"wmid","birmcen",13419.0921875
2000-08-16,"wmid","birmcen",12694.3535520833
2000-08-17,"wmid","birmcen",13023.56253125
2000-08-18,"wmid","birmcen",20209.5063958333
2000-08-19,"wmid","birmcen",9567.30657291667
2000-08-20,"wmid","birmcen",9971.84259375
2000-08-21,"wmid","birmcen",15677.9656979167
2000-08-22,"wmid","birmcen",19792.1836354167
2000-08-23,"wmid","birmcen",17753.5114583333
2000-08-24,"wmid","birmcen",24488.8214583333
2000-08-25,"wmid","birmcen",28059.7858333333
2000-08-26,"wmid","birmcen",13142.6452916667
2000-08-27,"wmid","birmcen",8441.84126041667
2000-08-28,"wmid","birmcen",10124.4647395833
2000-08-29,"wmid","birmcen",17877.5410416667
2000-08-30,"wmid","birmcen",19039.34121875
2000-08-31,"wmid","birmcen",12351.0346145833
2000-09-01,"wmid","birmcen",NA
2000-09-02,"wmid","birmcen",19139.5319895833
2000-09-03,"wmid","birmcen",19587.6960416667
2000-09-04,"wmid","birmcen",15489.0661354167
2000-09-05,"wmid","birmcen",16139.8754166667
2000-09-06,"wmid","birmcen",19449.37990625
2000-09-07,"wmid","birmcen",17513.1186979167
2000-09-08,"wmid","birmcen",14882.4769895833
2000-09-09,"wmid","birmcen",7253.47470833333
2000-09-10,"wmid","birmcen",11406.04934375
2000-09-11,"wmid","birmcen",12913.9383541667
2000-09-12,"wmid","birmcen",11650.3316770833
2000-09-13,"wmid","birmcen",8559.5203125
2000-09-14,"wmid","birmcen",9081.11513541667
2000-09-15,"wmid","birmcen",NA
2000-09-16,"wmid","birmcen",NA
2000-09-17,"wmid","birmcen",NA
2000-09-18,"wmid","birmcen",NA
2000-09-19,"wmid","birmcen",NA
2000-09-20,"wmid","birmcen",NA
2000-09-21,"wmid","birmcen",NA
2000-09-22,"wmid","birmcen",NA
2000-09-23,"wmid","birmcen",NA
2000-09-24,"wmid","birmcen",NA
2000-09-25,"wmid","birmcen",NA
2000-09-26,"wmid","birmcen",NA
2000-09-27,"wmid","birmcen",NA
2000-09-28,"wmid","birmcen",NA
2000-09-29,"wmid","birmcen",NA
2000-09-30,"wmid","birmcen",NA
2000-10-01,"wmid","birmcen",NA
2000-10-02,"wmid","birmcen",NA
2000-10-03,"wmid","birmcen",NA
2000-10-04,"wmid","birmcen",NA
2000-10-05,"wmid","birmcen",NA
2000-10-06,"wmid","birmcen",NA
2000-10-07,"wmid","birmcen",NA
2000-10-08,"wmid","birmcen",NA
2000-10-09,"wmid","birmcen",NA
2000-10-10,"wmid","birmcen",NA
2000-10-11,"wmid","birmcen",NA
2000-10-12,"wmid","birmcen",NA
2000-10-13,"wmid","birmcen",NA
2000-10-14,"wmid","birmcen",NA
2000-10-15,"wmid","birmcen",NA
2000-10-16,"wmid","birmcen",NA
2000-10-17,"wmid","birmcen",NA
2000-10-18,"wmid","birmcen",NA
2000-10-19,"wmid","birmcen",NA
2000-10-20,"wmid","birmcen",NA
2000-10-21,"wmid","birmcen",NA
2000-10-22,"wmid","birmcen",NA
2000-10-23,"wmid","birmcen",NA
2000-10-24,"wmid","birmcen",NA
2000-10-25,"wmid","birmcen",NA
2000-10-26,"wmid","birmcen",NA
2000-10-27,"wmid","birmcen",NA
2000-10-28,"wmid","birmcen",NA
2000-10-29,"wmid","birmcen",NA
2000-10-30,"wmid","birmcen",NA
2000-10-31,"wmid","birmcen",NA
2000-11-01,"wmid","birmcen",NA
2000-11-02,"wmid","birmcen",NA
2000-11-03,"wmid","birmcen",NA
2000-11-04,"wmid","birmcen",NA
2000-11-05,"wmid","birmcen",NA
2000-11-06,"wmid","birmcen",NA
2000-11-07,"wmid","birmcen",NA
2000-11-08,"wmid","birmcen",NA
2000-11-09,"wmid","birmcen",NA
2000-11-10,"wmid","birmcen",NA
2000-11-11,"wmid","birmcen",NA
2000-11-12,"wmid","birmcen",NA
2000-11-13,"wmid","birmcen",NA
2000-11-14,"wmid","birmcen",NA
2000-11-15,"wmid","birmcen",NA
2000-11-16,"wmid","birmcen",NA
2000-11-17,"wmid","birmcen",NA
2000-11-18,"wmid","birmcen",NA
2000-11-19,"wmid","birmcen",NA
2000-11-20,"wmid","birmcen",NA
2000-11-21,"wmid","birmcen",NA
2000-11-22,"wmid","birmcen",NA
2000-11-23,"wmid","birmcen",NA
2000-11-24,"wmid","birmcen",NA
2000-11-25,"wmid","birmcen",NA
2000-11-26,"wmid","birmcen",NA
2000-11-27,"wmid","birmcen",NA
2000-11-28,"wmid","birmcen",NA
2000-11-29,"wmid","birmcen",NA
2000-11-30,"wmid","birmcen",NA
2000-12-01,"wmid","birmcen",NA
2000-12-02,"wmid","birmcen",NA
2000-12-03,"wmid","birmcen",NA
2000-12-04,"wmid","birmcen",NA
2000-12-05,"wmid","birmcen",NA
2000-12-06,"wmid","birmcen",NA
2000-12-07,"wmid","birmcen",NA
2000-12-08,"wmid","birmcen",NA
2000-12-09,"wmid","birmcen",NA
2000-12-10,"wmid","birmcen",NA
2000-12-11,"wmid","birmcen",NA
2000-12-12,"wmid","birmcen",NA
2000-12-13,"wmid","birmcen",NA
2000-12-14,"wmid","birmcen",NA
2000-12-15,"wmid","birmcen",NA
2000-12-16,"wmid","birmcen",NA
2000-12-17,"wmid","birmcen",NA
2000-12-18,"wmid","birmcen",NA
2000-12-19,"wmid","birmcen",NA
2000-12-20,"wmid","birmcen",NA
2000-12-21,"wmid","birmcen",NA
2000-12-22,"wmid","birmcen",NA
2000-12-23,"wmid","birmcen",NA
2000-12-24,"wmid","birmcen",NA
2000-12-25,"wmid","birmcen",NA
2000-12-26,"wmid","birmcen",NA
2000-12-27,"wmid","birmcen",NA
2000-12-28,"wmid","birmcen",NA
2000-12-29,"wmid","birmcen",NA
2000-12-30,"wmid","birmcen",NA
2000-12-31,"wmid","birmcen",NA
2001-01-01,"wmid","birmcen",NA
2001-01-02,"wmid","birmcen",NA
2001-01-03,"wmid","birmcen",NA
2001-01-04,"wmid","birmcen",NA
2001-01-05,"wmid","birmcen",NA
2001-01-06,"wmid","birmcen",NA
2001-01-07,"wmid","birmcen",NA
2001-01-08,"wmid","birmcen",NA
2001-01-09,"wmid","birmcen",NA
2001-01-10,"wmid","birmcen",NA
2001-01-11,"wmid","birmcen",NA
2001-01-12,"wmid","birmcen",NA
2001-01-13,"wmid","birmcen",NA
2001-01-14,"wmid","birmcen",NA
2001-01-15,"wmid","birmcen",NA
2001-01-16,"wmid","birmcen",NA
2001-01-17,"wmid","birmcen",NA
2001-01-18,"wmid","birmcen",NA
2001-01-19,"wmid","birmcen",NA
2001-01-20,"wmid","birmcen",NA
2001-01-21,"wmid","birmcen",NA
2001-01-22,"wmid","birmcen",NA
2001-01-23,"wmid","birmcen",15759.3813333333
2001-01-24,"wmid","birmcen",15401.3854583333
2001-01-25,"wmid","birmcen",20821.1809375
2001-01-26,"wmid","birmcen",23567.9465833333
2001-01-27,"wmid","birmcen",22025.8704791667
2001-01-28,"wmid","birmcen",26835.0688854167
2001-01-29,"wmid","birmcen",30945.8891458333
2001-01-30,"wmid","birmcen",25687.0943578947
2001-01-31,"wmid","birmcen",30341.8562604167
2001-02-01,"wmid","birmcen",29274.9927083333
2001-02-02,"wmid","birmcen",19947.37896875
2001-02-03,"wmid","birmcen",12446.4469479167
2001-02-04,"wmid","birmcen",26098.1888541667
2001-02-05,"wmid","birmcen",18511.5474270833
2001-02-06,"wmid","birmcen",13045.2706979167
2001-02-07,"wmid","birmcen",21187.7229895833
2001-02-08,"wmid","birmcen",22868.9880416667
2001-02-09,"wmid","birmcen",38852.74
2001-02-10,"wmid","birmcen",13745.6625520833
2001-02-11,"wmid","birmcen",5192.64048958333
2001-02-12,"wmid","birmcen",23556.5370208333
2001-02-13,"wmid","birmcen",41852.5494736842
2001-02-14,"wmid","birmcen",37543.1202083333
2001-02-15,"wmid","birmcen",38745.2244791667
2001-02-16,"wmid","birmcen",26147.3523020833
2001-02-17,"wmid","birmcen",31733.4751875
2001-02-18,"wmid","birmcen",28600.8182291667
2001-02-19,"wmid","birmcen",27547.8793333333
2001-02-20,"wmid","birmcen",21118.4854479167
2001-02-21,"wmid","birmcen",16144.55190625
2001-02-22,"wmid","birmcen",15092.8795729167
2001-02-23,"wmid","birmcen",20066.8206041667
2001-02-24,"wmid","birmcen",18572.0326770833
2001-02-25,"wmid","birmcen",18604.8832708333
2001-02-26,"wmid","birmcen",18060.8696354167
2001-02-27,"wmid","birmcen",34875.0560416667
2001-02-28,"wmid","birmcen",23422.1928645833
2001-03-01,"wmid","birmcen",31292.8866276596
2001-03-02,"wmid","birmcen",37224.046875
2001-03-03,"wmid","birmcen",34471.9163541667
2001-03-04,"wmid","birmcen",24129.2341979167
2001-03-05,"wmid","birmcen",31075.17528125
2001-03-06,"wmid","birmcen",34465.5188125
2001-03-07,"wmid","birmcen",14182.8195
2001-03-08,"wmid","birmcen",18247.8175
2001-03-09,"wmid","birmcen",16965.9203541667
2001-03-10,"wmid","birmcen",12244.1653333333
2001-03-11,"wmid","birmcen",9679.63730208333
2001-03-12,"wmid","birmcen",19704.95215625
2001-03-13,"wmid","birmcen",NA
2001-03-14,"wmid","birmcen",19954.8244166667
2001-03-15,"wmid","birmcen",25552.1737708333
2001-03-16,"wmid","birmcen",26232.7552708333
2001-03-17,"wmid","birmcen",21795.9395104167
2001-03-18,"wmid","birmcen",13851.6487708333
2001-03-19,"wmid","birmcen",39308.5483854167
2001-03-20,"wmid","birmcen",32970.1785416667
2001-03-21,"wmid","birmcen",23257.8263125
2001-03-22,"wmid","birmcen",30761.1656145833
2001-03-23,"wmid","birmcen",23071.6309895833
2001-03-24,"wmid","birmcen",15429.0902291667
2001-03-25,"wmid","birmcen",34295.7164479167
2001-03-26,"wmid","birmcen",34632.8445833333
2001-03-27,"wmid","birmcen",17548.60275
2001-03-28,"wmid","birmcen",14767.0386041667
2001-03-29,"wmid","birmcen",15920.6616770833
2001-03-30,"wmid","birmcen",NA
2001-03-31,"wmid","birmcen",NA
2001-04-01,"wmid","birmcen",NA
2001-04-02,"wmid","birmcen",NA
2001-04-03,"wmid","birmcen",NA
2001-04-04,"wmid","birmcen",NA
2001-04-05,"wmid","birmcen",NA
2001-04-06,"wmid","birmcen",NA
2001-04-07,"wmid","birmcen",NA
2001-04-08,"wmid","birmcen",NA
2001-04-09,"wmid","birmcen",NA
2001-04-10,"wmid","birmcen",NA
2001-04-11,"wmid","birmcen",20484.4270729167
2001-04-12,"wmid","birmcen",19721.3635208333
2001-04-13,"wmid","birmcen",20121.5826041667
2001-04-14,"wmid","birmcen",NA
2001-04-15,"wmid","birmcen",NA
2001-04-16,"wmid","birmcen",NA
2001-04-17,"wmid","birmcen",NA
2001-04-18,"wmid","birmcen",NA
2001-04-19,"wmid","birmcen",NA
2001-04-20,"wmid","birmcen",NA
2001-04-21,"wmid","birmcen",NA
2001-04-22,"wmid","birmcen",NA
2001-04-23,"wmid","birmcen",NA
2001-04-24,"wmid","birmcen",NA
2001-04-25,"wmid","birmcen",NA
2001-04-26,"wmid","birmcen",17590.9104791667
2001-04-27,"wmid","birmcen",NA
2001-04-28,"wmid","birmcen",NA
2001-04-29,"wmid","birmcen",NA
2001-04-30,"wmid","birmcen",NA
2001-05-01,"wmid","birmcen",NA
2001-05-02,"wmid","birmcen",NA
2001-05-03,"wmid","birmcen",NA
2001-05-04,"wmid","birmcen",NA
2001-05-05,"wmid","birmcen",NA
2001-05-06,"wmid","birmcen",NA
2001-05-07,"wmid","birmcen",NA
2001-05-08,"wmid","birmcen",NA
2001-05-09,"wmid","birmcen",24857.0702291667
2001-05-10,"wmid","birmcen",NA
2001-05-11,"wmid","birmcen",NA
2001-05-12,"wmid","birmcen",NA
2001-05-13,"wmid","birmcen",NA
2001-05-14,"wmid","birmcen",NA
2001-05-15,"wmid","birmcen",NA
2001-05-16,"wmid","birmcen",NA
2001-05-17,"wmid","birmcen",NA
2001-05-18,"wmid","birmcen",13487.0882597403
2001-05-19,"wmid","birmcen",NA
2001-05-20,"wmid","birmcen",NA
2001-05-21,"wmid","birmcen",NA
2001-05-22,"wmid","birmcen",NA
2001-05-23,"wmid","birmcen",NA
2001-05-24,"wmid","birmcen",NA
2001-05-25,"wmid","birmcen",NA
2001-05-26,"wmid","birmcen",NA
2001-05-27,"wmid","birmcen",NA
2001-05-28,"wmid","birmcen",NA
2001-05-29,"wmid","birmcen",NA
2001-05-30,"wmid","birmcen",NA
2001-05-31,"wmid","birmcen",NA
2001-06-01,"wmid","birmcen",NA
2001-06-02,"wmid","birmcen",NA
2001-06-03,"wmid","birmcen",NA
2001-06-04,"wmid","birmcen",NA
2001-06-05,"wmid","birmcen",NA
2001-06-06,"wmid","birmcen",NA
2001-06-07,"wmid","birmcen",NA
2001-06-08,"wmid","birmcen",NA
2001-06-09,"wmid","birmcen",NA
2001-06-10,"wmid","birmcen",NA
2001-06-11,"wmid","birmcen",NA
2001-06-12,"wmid","birmcen",NA
2001-06-13,"wmid","birmcen",NA
2001-06-14,"wmid","birmcen",NA
2001-06-15,"wmid","birmcen",NA
2001-06-16,"wmid","birmcen",NA
2001-06-17,"wmid","birmcen",NA
2001-06-18,"wmid","birmcen",NA
2001-06-19,"wmid","birmcen",NA
2001-06-20,"wmid","birmcen",NA
2001-06-21,"wmid","birmcen",NA
2001-06-22,"wmid","birmcen",NA
2001-06-23,"wmid","birmcen",NA
2001-06-24,"wmid","birmcen",NA
2001-06-25,"wmid","birmcen",NA
2001-06-26,"wmid","birmcen",NA
2001-06-27,"wmid","birmcen",NA
2001-06-28,"wmid","birmcen",NA
2001-06-29,"wmid","birmcen",NA
2001-06-30,"wmid","birmcen",NA
2001-07-01,"wmid","birmcen",NA
2001-07-02,"wmid","birmcen",NA
2001-07-03,"wmid","birmcen",13438.2057395833
2001-07-04,"wmid","birmcen",15936.5563125
2001-07-05,"wmid","birmcen",16111.7946770833
2001-07-06,"wmid","birmcen",14476.79828125
2001-07-07,"wmid","birmcen",9525.66225
2001-07-08,"wmid","birmcen",5024.69238541667
2001-07-09,"wmid","birmcen",7997.66891666667
2001-07-10,"wmid","birmcen",7886.480875
2001-07-11,"wmid","birmcen",6349.118759375
2001-07-12,"wmid","birmcen",10042.0751770833
2001-07-13,"wmid","birmcen",11788.76515625
2001-07-14,"wmid","birmcen",11383.9575
2001-07-15,"wmid","birmcen",9689.27405208333
2001-07-16,"wmid","birmcen",17278.268625
2001-07-17,"wmid","birmcen",20029.1509677419
2001-07-18,"wmid","birmcen",11067.2903645833
2001-07-19,"wmid","birmcen",11805.5610625
2001-07-20,"wmid","birmcen",11915.0094479167
2001-07-21,"wmid","birmcen",10356.7747708333
2001-07-22,"wmid","birmcen",6981.39570833333
2001-07-23,"wmid","birmcen",8556.84463541667
2001-07-24,"wmid","birmcen",8215.40423958333
2001-07-25,"wmid","birmcen",13638.1332083333
2001-07-26,"wmid","birmcen",14069.7654375
2001-07-27,"wmid","birmcen",15166.5065208333
2001-07-28,"wmid","birmcen",14351.17634375
2001-07-29,"wmid","birmcen",6550.23855208333
2001-07-30,"wmid","birmcen",6838.60222916667
2001-07-31,"wmid","birmcen",9902.45686458333
2001-08-01,"wmid","birmcen",12015.4672717391
2001-08-02,"wmid","birmcen",14835.6323854167
2001-08-03,"wmid","birmcen",9991.28651041667
2001-08-04,"wmid","birmcen",9041.17327083333
2001-08-05,"wmid","birmcen",6878.94925
2001-08-06,"wmid","birmcen",8223.75872916667
2001-08-07,"wmid","birmcen",8463.05353125
2001-08-08,"wmid","birmcen",8215.94285416667
2001-08-09,"wmid","birmcen",14425.2309791667
2001-08-10,"wmid","birmcen",11153.24971875
2001-08-11,"wmid","birmcen",8604.02316666667
2001-08-12,"wmid","birmcen",5375.77411458333
2001-08-13,"wmid","birmcen",6880.6419375
2001-08-14,"wmid","birmcen",9859.35995789474
2001-08-15,"wmid","birmcen",12386.9298333333
2001-08-16,"wmid","birmcen",8345.40647916667
2001-08-17,"wmid","birmcen",11402.747375
2001-08-18,"wmid","birmcen",15869.8618333333
2001-08-19,"wmid","birmcen",13152.2113020833
2001-08-20,"wmid","birmcen",9666.426375
2001-08-21,"wmid","birmcen",9833.83051041667
2001-08-22,"wmid","birmcen",10205.5054166667
2001-08-23,"wmid","birmcen",12292.97925
2001-08-24,"wmid","birmcen",9659.00334375
2001-08-25,"wmid","birmcen",10556.8250208333
2001-08-26,"wmid","birmcen",9524.777
2001-08-27,"wmid","birmcen",11750.5922291667
2001-08-28,"wmid","birmcen",13540.4484479167
2001-08-29,"wmid","birmcen",11309.2408333333
2001-08-30,"wmid","birmcen",11851.9739166667
2001-08-31,"wmid","birmcen",11731.1344791667
2001-09-01,"wmid","birmcen",8822.41780208333
2001-09-02,"wmid","birmcen",6206.92573958333
2001-09-03,"wmid","birmcen",17447.9064375
2001-09-04,"wmid","birmcen",12154.3044791667
2001-09-05,"wmid","birmcen",10186.5928541667
2001-09-06,"wmid","birmcen",12102.4462395833
2001-09-07,"wmid","birmcen",8747.14638541667
2001-09-08,"wmid","birmcen",10497.38734375
2001-09-09,"wmid","birmcen",13675.46896875
2001-09-10,"wmid","birmcen",12974.5612395833
2001-09-11,"wmid","birmcen",15116.983025
2001-09-12,"wmid","birmcen",9827.19357291667
2001-09-13,"wmid","birmcen",8880.36670833333
2001-09-14,"wmid","birmcen",14281.8990208333
2001-09-15,"wmid","birmcen",9555.65758333333
2001-09-16,"wmid","birmcen",10228.8904791667
2001-09-17,"wmid","birmcen",16184.2457395833
2001-09-18,"wmid","birmcen",13327.3976354167
2001-09-19,"wmid","birmcen",11772.88615625
2001-09-20,"wmid","birmcen",16483.3671145833
2001-09-21,"wmid","birmcen",18241.0083854167
2001-09-22,"wmid","birmcen",17782.9388541667
2001-09-23,"wmid","birmcen",8095.449125
2001-09-24,"wmid","birmcen",16420.323625
2001-09-25,"wmid","birmcen",16075.8081875
2001-09-26,"wmid","birmcen",23553.5064375
2001-09-27,"wmid","birmcen",10352.7297916667
2001-09-28,"wmid","birmcen",14209.5491666667
2001-09-29,"wmid","birmcen",11237.3566041667
2001-09-30,"wmid","birmcen",4623.84195833333
2001-10-01,"wmid","birmcen",7714.715928125
2001-10-02,"wmid","birmcen",11008.3115833333
2001-10-03,"wmid","birmcen",10945.2753478261
2001-10-04,"wmid","birmcen",10814.8090104167
2001-10-05,"wmid","birmcen",8084.91829166667
2001-10-06,"wmid","birmcen",8060.78882291667
2001-10-07,"wmid","birmcen",4977.15645833333
2001-10-08,"wmid","birmcen",10630.6877291667
2001-10-09,"wmid","birmcen",11189.9186041667
2001-10-10,"wmid","birmcen",11040.06534375
2001-10-11,"wmid","birmcen",10416.1368125
2001-10-12,"wmid","birmcen",15410.30090625
2001-10-13,"wmid","birmcen",19615.55334375
2001-10-14,"wmid","birmcen",9786.56216666667
2001-10-15,"wmid","birmcen",9790.49891666667
2001-10-16,"wmid","birmcen",11766.42675
2001-10-17,"wmid","birmcen",22738.8975833333
2001-10-18,"wmid","birmcen",13681.9401354167
2001-10-19,"wmid","birmcen",28586.6544791667
2001-10-20,"wmid","birmcen",11648.4989895833
2001-10-21,"wmid","birmcen",8085.36275
2001-10-22,"wmid","birmcen",17202.9104270833
2001-10-23,"wmid","birmcen",11911.5139662921
