"date","area","site","ufp"
2010-08-12,"london","nkens",10499.0416666667
2010-08-13,"london","nkens",10165.6666666667
2010-08-14,"london","nkens",10381.5416666667
2010-08-15,"london","nkens",7459
2010-08-16,"london","nkens",8719.95833333333
2010-08-17,"london","nkens",9456.33333333333
2010-08-18,"london","nkens",NA
2010-08-19,"london","nkens",NA
2010-08-20,"london","nkens",NA
2010-08-21,"london","nkens",5907.625
2010-08-22,"london","nkens",8086.04166666667
2010-08-23,"london","nkens",7466.91666666667
2010-08-24,"london","nkens",12255.9166666667
2010-08-25,"london","nkens",NA
2010-08-26,"london","nkens",NA
2010-08-27,"london","nkens",10817.6666666667
2010-08-28,"london","nkens",10021.125
2010-08-29,"london","nkens",10042.0416666667
2010-08-30,"london","nkens",13514.5
2010-08-31,"london","nkens",14247.375
2010-09-01,"london","nkens",17448.4166666667
2010-09-02,"london","nkens",13433.875
2010-09-03,"london","nkens",14516.7916666667
2010-09-04,"london","nkens",14171.875
2010-09-05,"london","nkens",13357.375
2010-09-06,"london","nkens",15562.0416666667
2010-09-07,"london","nkens",11190.875
2010-09-08,"london","nkens",14289.5
2010-09-09,"london","nkens",12963
2010-09-10,"london","nkens",9349.875
2010-09-11,"london","nkens",7817.95833333333
2010-09-12,"london","nkens",11457.75
2010-09-13,"london","nkens",10813.6666666667
2010-09-14,"london","nkens",8600.20833333333
2010-09-15,"london","nkens",12519.625
2010-09-16,"london","nkens",11004.6666666667
2010-09-17,"london","nkens",11692.9166666667
2010-09-18,"london","nkens",9730.83333333333
2010-09-19,"london","nkens",NA
2010-09-20,"london","nkens",NA
2010-09-21,"london","nkens",15876.375
2010-09-22,"london","nkens",15684.5909090909
2010-09-23,"london","nkens",11619.5833333333
2010-09-24,"london","nkens",11040.75
2010-09-25,"london","nkens",12842.1666666667
2010-09-26,"london","nkens",8485.875
2010-09-27,"london","nkens",11058.2916666667
2010-09-28,"london","nkens",10533.625
2010-09-29,"london","nkens",11166.2083333333
2010-09-30,"london","nkens",13168.2916666667
2010-10-01,"london","nkens",10287.125
2010-10-02,"london","nkens",10908
2010-10-03,"london","nkens",9427.875
2010-10-04,"london","nkens",11555.0909090909
2010-10-05,"london","nkens",9374.70833333333
2010-10-06,"london","nkens",11458.375
2010-10-07,"london","nkens",23312
2010-10-08,"london","nkens",16671.875
2010-10-09,"london","nkens",11365.25
2010-10-10,"london","nkens",10736.7083333333
2010-10-11,"london","nkens",12177.9166666667
2010-10-12,"london","nkens",10186.875
2010-10-13,"london","nkens",9606.60869565217
2010-10-14,"london","nkens",12768.7391304348
2010-10-15,"london","nkens",12769.4583333333
2010-10-16,"london","nkens",13981.3333333333
2010-10-17,"london","nkens",16212.7916666667
2010-10-18,"london","nkens",17541.5
2010-10-19,"london","nkens",13648.5833333333
2010-10-20,"london","nkens",19365
2010-10-21,"london","nkens",23667.25
2010-10-22,"london","nkens",19562.25
2010-10-23,"london","nkens",10503.2916666667
2010-10-24,"london","nkens",16165.4166666667
2010-10-25,"london","nkens",20732.7916666667
2010-10-26,"london","nkens",13022.7916666667
2010-10-27,"london","nkens",11585
2010-10-28,"london","nkens",9508.04166666667
2010-10-29,"london","nkens",9271.20833333333
2010-10-30,"london","nkens",14540.2083333333
2010-10-31,"london","nkens",14495.2083333333
2010-11-01,"london","nkens",13096.4166666667
2010-11-02,"london","nkens",10177.1666666667
2010-11-03,"london","nkens",11147.625
2010-11-04,"london","nkens",8882.16666666667
2010-11-05,"london","nkens",14710.9583333333
2010-11-06,"london","nkens",17159.9166666667
2010-11-07,"london","nkens",19645.1666666667
2010-11-08,"london","nkens",13213
2010-11-09,"london","nkens",10885.9090909091
2010-11-10,"london","nkens",18434.6666666667
2010-11-11,"london","nkens",12186.875
2010-11-12,"london","nkens",14620.8333333333
2010-11-13,"london","nkens",20951.3333333333
2010-11-14,"london","nkens",16886.7083333333
2010-11-15,"london","nkens",37758.1666666667
2010-11-16,"london","nkens",31627.4166666667
2010-11-17,"london","nkens",14967.2608695652
2010-11-18,"london","nkens",18544.125
2010-11-19,"london","nkens",27796.4166666667
2010-11-20,"london","nkens",13536.2916666667
2010-11-21,"london","nkens",9008.20833333333
2010-11-22,"london","nkens",14182.2083333333
2010-11-23,"london","nkens",16086.4583333333
2010-11-24,"london","nkens",22270.7916666667
2010-11-25,"london","nkens",14526
2010-11-26,"london","nkens",28043.375
2010-11-27,"london","nkens",19494.9166666667
2010-11-28,"london","nkens",16685.2083333333
2010-11-29,"london","nkens",13157.3333333333
2010-11-30,"london","nkens",10263.0416666667
2010-12-01,"london","nkens",9797.86956521739
2010-12-02,"london","nkens",11780.7083333333
2010-12-03,"london","nkens",18985.7083333333
2010-12-04,"london","nkens",18015.5416666667
2010-12-05,"london","nkens",14057.0833333333
2010-12-06,"london","nkens",14506.2083333333
2010-12-07,"london","nkens",22132.75
2010-12-08,"london","nkens",14966.375
2010-12-09,"london","nkens",26917.75
2010-12-10,"london","nkens",23315.25
2010-12-11,"london","nkens",12066.125
2010-12-12,"london","nkens",17134.4583333333
2010-12-13,"london","nkens",19962.5416666667
2010-12-14,"london","nkens",18505.7083333333
2010-12-15,"london","nkens",20715.5
2010-12-16,"london","nkens",NA
2010-12-17,"london","nkens",NA
2010-12-18,"london","nkens",NA
2010-12-19,"london","nkens",NA
2010-12-20,"london","nkens",NA
2010-12-21,"london","nkens",NA
2010-12-22,"london","nkens",NA
2010-12-23,"london","nkens",9547.75
2010-12-24,"london","nkens",11557.375
2010-12-25,"london","nkens",15705.9166666667
2010-12-26,"london","nkens",23577.9166666667
2010-12-27,"london","nkens",10380.8333333333
2010-12-28,"london","nkens",16428.4166666667
2010-12-29,"london","nkens",23419.5833333333
2010-12-30,"london","nkens",15484.5
2010-12-31,"london","nkens",17947.875
2011-01-01,"london","nkens",11757.2916666667
2011-01-02,"london","nkens",13790.75
2011-01-03,"london","nkens",15613.875
2011-01-04,"london","nkens",13977.6666666667
2011-01-05,"london","nkens",10384.3333333333
2011-01-06,"london","nkens",19293.9166666667
2011-01-07,"london","nkens",19339.0869565217
2011-01-08,"london","nkens",11886
2011-01-09,"london","nkens",15893.8333333333
2011-01-10,"london","nkens",13389.8333333333
2011-01-11,"london","nkens",14696.7083333333
2011-01-12,"london","nkens",11578.2083333333
2011-01-13,"london","nkens",9342.34782608696
2011-01-14,"london","nkens",10711.75
2011-01-15,"london","nkens",6888.08333333333
2011-01-16,"london","nkens",6374.625
2011-01-17,"london","nkens",14917.7083333333
2011-01-18,"london","nkens",16243.5416666667
2011-01-19,"london","nkens",23319.5652173913
2011-01-20,"london","nkens",16291.375
2011-01-21,"london","nkens",NA
2011-01-22,"london","nkens",NA
2011-01-23,"london","nkens",NA
2011-01-24,"london","nkens",NA
2011-01-25,"london","nkens",NA
2011-01-26,"london","nkens",NA
2011-01-27,"london","nkens",NA
2011-01-28,"london","nkens",NA
2011-01-29,"london","nkens",NA
2011-01-30,"london","nkens",NA
2011-01-31,"london","nkens",20508.375
2011-02-01,"london","nkens",19172.75
2011-02-02,"london","nkens",11597.2777777778
2011-02-03,"london","nkens",NA
2011-02-04,"london","nkens",NA
2011-02-05,"london","nkens",NA
2011-02-06,"london","nkens",4964.16666666667
2011-02-07,"london","nkens",10522.7083333333
2011-02-08,"london","nkens",23965.0909090909
2011-02-09,"london","nkens",NA
2011-02-10,"london","nkens",12583.0555555556
2011-02-11,"london","nkens",NA
2011-02-12,"london","nkens",NA
2011-02-13,"london","nkens",NA
2011-02-14,"london","nkens",NA
2011-02-15,"london","nkens",NA
2011-02-16,"london","nkens",NA
2011-02-17,"london","nkens",NA
2011-02-18,"london","nkens",NA
2011-02-19,"london","nkens",NA
2011-02-20,"london","nkens",NA
2011-02-21,"london","nkens",NA
2011-02-22,"london","nkens",NA
2011-02-23,"london","nkens",NA
2011-02-24,"london","nkens",19701.0833333333
2011-02-25,"london","nkens",11155.3
2011-02-26,"london","nkens",8386.29166666667
2011-02-27,"london","nkens",10274.75
2011-02-28,"london","nkens",9648.83333333333
2011-03-01,"london","nkens",11412.2083333333
2011-03-02,"london","nkens",11509.7083333333
2011-03-03,"london","nkens",9954.5
2011-03-04,"london","nkens",12250.1578947368
2011-03-05,"london","nkens",NA
2011-03-06,"london","nkens",7213.77777777778
2011-03-07,"london","nkens",NA
2011-03-08,"london","nkens",23228
2011-03-09,"london","nkens",16999.4
2011-03-10,"london","nkens",17606.0416666667
2011-03-11,"london","nkens",11297.5
2011-03-12,"london","nkens",6104.45833333333
2011-03-13,"london","nkens",7043.875
2011-03-14,"london","nkens",NA
2011-03-15,"london","nkens",NA
2011-03-16,"london","nkens",8773.41666666667
2011-03-17,"london","nkens",NA
2011-03-18,"london","nkens",22695.75
2011-03-19,"london","nkens",26343.4166666667
2011-03-20,"london","nkens",13988.5416666667
2011-03-21,"london","nkens",15263.2777777778
2011-03-22,"london","nkens",NA
2011-03-23,"london","nkens",NA
2011-03-24,"london","nkens",NA
2011-03-25,"london","nkens",27807.2083333333
2011-03-26,"london","nkens",26899.3333333333
2011-03-27,"london","nkens",15675.4736842105
2011-03-28,"london","nkens",NA
2011-03-29,"london","nkens",26035.1666666667
2011-03-30,"london","nkens",10126.5
2011-03-31,"london","nkens",11144.8181818182
2011-04-01,"london","nkens",9424.875
2011-04-02,"london","nkens",12980.375
2011-04-03,"london","nkens",16094.375
2011-04-04,"london","nkens",14812.5555555556
2011-04-05,"london","nkens",NA
2011-04-06,"london","nkens",15959.3333333333
2011-04-07,"london","nkens",15409.4545454545
2011-04-08,"london","nkens",19567.5416666667
2011-04-09,"london","nkens",21815.625
2011-04-10,"london","nkens",NA
2011-04-11,"london","nkens",NA
2011-04-12,"london","nkens",NA
2011-04-13,"london","nkens",NA
2011-04-14,"london","nkens",NA
2011-04-15,"london","nkens",NA
2011-04-16,"london","nkens",NA
2011-04-17,"london","nkens",NA
2011-04-18,"london","nkens",NA
2011-04-19,"london","nkens",NA
2011-04-20,"london","nkens",NA
2011-04-21,"london","nkens",NA
2011-04-22,"london","nkens",NA
2011-04-23,"london","nkens",NA
2011-04-24,"london","nkens",NA
2011-04-25,"london","nkens",NA
2011-04-26,"london","nkens",NA
2011-04-27,"london","nkens",NA
2011-04-28,"london","nkens",NA
2011-04-29,"london","nkens",10448.2083333333
2011-04-30,"london","nkens",15314.875
2011-05-01,"london","nkens",15317.2916666667
2011-05-02,"london","nkens",11805.2083333333
2011-05-03,"london","nkens",14623.9166666667
2011-05-04,"london","nkens",19828.652173913
2011-05-05,"london","nkens",16536.25
2011-05-06,"london","nkens",18412.3333333333
2011-05-07,"london","nkens",16461.9166666667
2011-05-08,"london","nkens",8444.66666666667
2011-05-09,"london","nkens",10149.0833333333
2011-05-10,"london","nkens",14048.9166666667
2011-05-11,"london","nkens",16392.5416666667
2011-05-12,"london","nkens",12998.2608695652
2011-05-13,"london","nkens",14595.5833333333
2011-05-14,"london","nkens",14158.4166666667
2011-05-15,"london","nkens",10538.75
2011-05-16,"london","nkens",13435.25
2011-05-17,"london","nkens",13977.8333333333
2011-05-18,"london","nkens",12442.1666666667
2011-05-19,"london","nkens",17465.7083333333
2011-05-20,"london","nkens",15567.875
2011-05-21,"london","nkens",13598
2011-05-22,"london","nkens",19266.375
2011-05-23,"london","nkens",10963.2916666667
2011-05-24,"london","nkens",NA
2011-05-25,"london","nkens",NA
2011-05-26,"london","nkens",NA
2011-05-27,"london","nkens",NA
2011-05-28,"london","nkens",NA
2011-05-29,"london","nkens",NA
2011-05-30,"london","nkens",NA
2011-05-31,"london","nkens",NA
2011-06-01,"london","nkens",NA
2011-06-02,"london","nkens",NA
2011-06-03,"london","nkens",NA
2011-06-04,"london","nkens",NA
2011-06-05,"london","nkens",NA
2011-06-06,"london","nkens",NA
2011-06-07,"london","nkens",NA
2011-06-08,"london","nkens",15436.7391304348
2011-06-09,"london","nkens",14735.2173913043
2011-06-10,"london","nkens",15750.9130434783
2011-06-11,"london","nkens",11021.1666666667
2011-06-12,"london","nkens",9756.33333333333
2011-06-13,"london","nkens",10086.4583333333
2011-06-14,"london","nkens",12987.25
2011-06-15,"london","nkens",NA
2011-06-16,"london","nkens",13186.9583333333
2011-06-17,"london","nkens",NA
2011-06-18,"london","nkens",NA
2011-06-19,"london","nkens",NA
2011-06-20,"london","nkens",11880.9583333333
2011-06-21,"london","nkens",12421.875
2011-06-22,"london","nkens",10368.45
2011-06-23,"london","nkens",11026.2916666667
2011-06-24,"london","nkens",13546.2916666667
2011-06-25,"london","nkens",12249.9166666667
2011-06-26,"london","nkens",11795.5416666667
2011-06-27,"london","nkens",16270.375
2011-06-28,"london","nkens",11479.25
2011-06-29,"london","nkens",10513.5454545455
2011-06-30,"london","nkens",12503.2916666667
2011-07-01,"london","nkens",12821.375
2011-07-02,"london","nkens",13682.8333333333
2011-07-03,"london","nkens",11359.6666666667
2011-07-04,"london","nkens",14335.7083333333
2011-07-05,"london","nkens",11305.9583333333
2011-07-06,"london","nkens",10759.5416666667
2011-07-07,"london","nkens",7948.20833333333
2011-07-08,"london","nkens",7842.45833333333
2011-07-09,"london","nkens",9761.04166666667
2011-07-10,"london","nkens",12370.5416666667
2011-07-11,"london","nkens",14723.5416666667
2011-07-12,"london","nkens",9565.70833333333
2011-07-13,"london","nkens",13282.8181818182
2011-07-14,"london","nkens",14537.625
2011-07-15,"london","nkens",13145.75
2011-07-16,"london","nkens",11598.7916666667
2011-07-17,"london","nkens",12852.1666666667
2011-07-18,"london","nkens",9711.91666666667
2011-07-19,"london","nkens",12103.9166666667
2011-07-20,"london","nkens",15205.75
2011-07-21,"london","nkens",13138.25
2011-07-22,"london","nkens",12058.9545454545
2011-07-23,"london","nkens",11232.6666666667
2011-07-24,"london","nkens",11088.7916666667
2011-07-25,"london","nkens",16989.5416666667
2011-07-26,"london","nkens",13076.5
2011-07-27,"london","nkens",10520
2011-07-28,"london","nkens",11565.1666666667
2011-07-29,"london","nkens",11628.5833333333
2011-07-30,"london","nkens",12468.2916666667
2011-07-31,"london","nkens",11068.5833333333
2011-08-01,"london","nkens",12690.0833333333
2011-08-02,"london","nkens",12243.6956521739
2011-08-03,"london","nkens",12113.375
2011-08-04,"london","nkens",11039
2011-08-05,"london","nkens",10788.2083333333
2011-08-06,"london","nkens",12323.75
2011-08-07,"london","nkens",11377.5
2011-08-08,"london","nkens",9933.16666666667
2011-08-09,"london","nkens",13380.9583333333
2011-08-10,"london","nkens",14203.5652173913
2011-08-11,"london","nkens",11172.125
2011-08-12,"london","nkens",8266.29166666667
2011-08-13,"london","nkens",9818.70833333333
2011-08-14,"london","nkens",11577.5833333333
2011-08-15,"london","nkens",12997.125
2011-08-16,"london","nkens",7384.125
2011-08-17,"london","nkens",18039.9583333333
2011-08-18,"london","nkens",NA
2011-08-19,"london","nkens",NA
2011-08-20,"london","nkens",13504.0416666667
2011-08-21,"london","nkens",14574.5416666667
2011-08-22,"london","nkens",14294.2083333333
2011-08-23,"london","nkens",11101.9565217391
2011-08-24,"london","nkens",9751.04761904762
2011-08-25,"london","nkens",8666.13636363636
2011-08-26,"london","nkens",10796.0434782609
2011-08-27,"london","nkens",8086.16666666667
2011-08-28,"london","nkens",9032.70833333333
2011-08-29,"london","nkens",9572.91666666667
2011-08-30,"london","nkens",8410.16666666667
2011-08-31,"london","nkens",12597.4583333333
2011-09-01,"london","nkens",19201.3333333333
2011-09-02,"london","nkens",17179.2173913043
2011-09-03,"london","nkens",9210.20833333333
2011-09-04,"london","nkens",8395.83333333333
2011-09-05,"london","nkens",10568
2011-09-06,"london","nkens",7793.20833333333
2011-09-07,"london","nkens",14790.2083333333
2011-09-08,"london","nkens",11903.25
2011-09-09,"london","nkens",12389.8333333333
2011-09-10,"london","nkens",8414.625
2011-09-11,"london","nkens",6825.41666666667
2011-09-12,"london","nkens",9228.83333333333
2011-09-13,"london","nkens",15819.9166666667
2011-09-14,"london","nkens",NA
2011-09-15,"london","nkens",NA
2011-09-16,"london","nkens",16543.0454545455
2011-09-17,"london","nkens",12696.25
2011-09-18,"london","nkens",13924.625
2011-09-19,"london","nkens",13552.3333333333
2011-09-20,"london","nkens",NA
2011-09-21,"london","nkens",NA
2011-09-22,"london","nkens",14244.5833333333
2011-09-23,"london","nkens",12959.6666666667
2011-09-24,"london","nkens",16070.125
2011-09-25,"london","nkens",9705.66666666667
2011-09-26,"london","nkens",12574.6666666667
2011-09-27,"london","nkens",15608.9166666667
2011-09-28,"london","nkens",25547.652173913
2011-09-29,"london","nkens",20861.2916666667
2011-09-30,"london","nkens",22922.4583333333
2011-10-01,"london","nkens",25392.9583333333
2011-10-02,"london","nkens",17779.125
2011-10-03,"london","nkens",10811.3333333333
2011-10-04,"london","nkens",15235.0833333333
2011-10-05,"london","nkens",8101.69565217391
2011-10-06,"london","nkens",9624.875
2011-10-07,"london","nkens",12374
2011-10-08,"london","nkens",10753
2011-10-09,"london","nkens",12794.4583333333
2011-10-10,"london","nkens",10777.5416666667
2011-10-11,"london","nkens",14264.2608695652
2011-10-12,"london","nkens",10483.7083333333
2011-10-13,"london","nkens",13141.9583333333
2011-10-14,"london","nkens",17272.625
2011-10-15,"london","nkens",20159.4583333333
2011-10-16,"london","nkens",21060
2011-10-17,"london","nkens",NA
2011-10-18,"london","nkens",NA
2011-10-19,"london","nkens",15475.5833333333
2011-10-20,"london","nkens",NA
2011-10-21,"london","nkens",NA
2011-10-22,"london","nkens",14452.9583333333
2011-10-23,"london","nkens",11174.5
2011-10-24,"london","nkens",11939.5833333333
2011-10-25,"london","nkens",12073.7083333333
2011-10-26,"london","nkens",15793.2083333333
2011-10-27,"london","nkens",18387.1666666667
2011-10-28,"london","nkens",16501.7083333333
2011-10-29,"london","nkens",9742.375
2011-10-30,"london","nkens",6208.29166666667
2011-10-31,"london","nkens",9736.95833333333
2011-11-01,"london","nkens",15268.625
2011-11-02,"london","nkens",13928.3913043478
2011-11-03,"london","nkens",13560.3043478261
2011-11-04,"london","nkens",13960.5833333333
2011-11-05,"london","nkens",15706.2083333333
2011-11-06,"london","nkens",9975.125
2011-11-07,"london","nkens",9490.70833333333
2011-11-08,"london","nkens",13709.0416666667
2011-11-09,"london","nkens",15250.9583333333
2011-11-10,"london","nkens",23200.4166666667
2011-11-11,"london","nkens",13720.5
2011-11-12,"london","nkens",13563
2011-11-13,"london","nkens",14197.2083333333
2011-11-14,"london","nkens",11521.75
2011-11-15,"london","nkens",15286.2083333333
2011-11-16,"london","nkens",15864.2173913043
2011-11-17,"london","nkens",16030.625
2011-11-18,"london","nkens",16742.4166666667
2011-11-19,"london","nkens",22242.5416666667
2011-11-20,"london","nkens",26646.4583333333
2011-11-21,"london","nkens",17483.2916666667
2011-11-22,"london","nkens",15650.7083333333
2011-11-23,"london","nkens",18344.4166666667
2011-11-24,"london","nkens",NA
2011-11-25,"london","nkens",NA
2011-11-26,"london","nkens",NA
2011-11-27,"london","nkens",NA
2011-11-28,"london","nkens",NA
2011-11-29,"london","nkens",NA
2011-11-30,"london","nkens",NA
2011-12-01,"london","nkens",NA
2011-12-02,"london","nkens",18868.2608695652
2011-12-03,"london","nkens",12038.7083333333
2011-12-04,"london","nkens",13756.7916666667
2011-12-05,"london","nkens",NA
2011-12-06,"london","nkens",NA
2011-12-07,"london","nkens",NA
2011-12-08,"london","nkens",9043.79166666667
2011-12-09,"london","nkens",18460.0833333333
2011-12-10,"london","nkens",24077.9166666667
2011-12-11,"london","nkens",11384.625
2011-12-12,"london","nkens",12636.5833333333
2011-12-13,"london","nkens",9869.70833333333
2011-12-14,"london","nkens",14709.7272727273
2011-12-15,"london","nkens",16474.1666666667
2011-12-16,"london","nkens",NA
2011-12-17,"london","nkens",NA
2011-12-18,"london","nkens",NA
2011-12-19,"london","nkens",NA
2011-12-20,"london","nkens",17047.7391304348
2011-12-21,"london","nkens",13496.0416666667
2011-12-22,"london","nkens",16295.6666666667
2011-12-23,"london","nkens",7421.91666666667
2011-12-24,"london","nkens",13338.5833333333
2011-12-25,"london","nkens",7061.91666666667
2011-12-26,"london","nkens",5902.375
2011-12-27,"london","nkens",7594.83333333333
2011-12-28,"london","nkens",8301.08333333333
2011-12-29,"london","nkens",9824.04166666667
2011-12-30,"london","nkens",10534.3333333333
2011-12-31,"london","nkens",10434.5
2012-01-01,"london","nkens",8529.75
2012-01-02,"london","nkens",14289.4166666667
2012-01-03,"london","nkens",8339.66666666667
2012-01-04,"london","nkens",12603.0833333333
2012-01-05,"london","nkens",5575
2012-01-06,"london","nkens",15710
2012-01-07,"london","nkens",7830.625
2012-01-08,"london","nkens",12464.0833333333
2012-01-09,"london","nkens",14753.7916666667
2012-01-10,"london","nkens",20658.0454545455
2012-01-11,"london","nkens",NA
2012-01-12,"london","nkens",NA
2012-01-13,"london","nkens",NA
2012-01-14,"london","nkens",NA
2012-01-15,"london","nkens",NA
2012-01-16,"london","nkens",NA
2012-01-17,"london","nkens",NA
2012-01-18,"london","nkens",NA
2012-01-19,"london","nkens",NA
2012-01-20,"london","nkens",NA
2012-01-21,"london","nkens",NA
2012-01-22,"london","nkens",NA
2012-01-23,"london","nkens",NA
2012-01-24,"london","nkens",NA
2012-01-25,"london","nkens",NA
2012-01-26,"london","nkens",NA
2012-01-27,"london","nkens",21006.5416666667
2012-01-28,"london","nkens",12090.25
2012-01-29,"london","nkens",11690.5
2012-01-30,"london","nkens",12818.0833333333
2012-01-31,"london","nkens",13469.3333333333
2012-02-01,"london","nkens",10124.5416666667
2012-02-02,"london","nkens",10409.7083333333
2012-02-03,"london","nkens",18513.7083333333
2012-02-04,"london","nkens",23250.65
2012-02-05,"london","nkens",NA
2012-02-06,"london","nkens",NA
2012-02-07,"london","nkens",NA
2012-02-08,"london","nkens",NA
2012-02-09,"london","nkens",7403.79166666667
2012-02-10,"london","nkens",12663.7272727273
2012-02-11,"london","nkens",24382.75
2012-02-12,"london","nkens",21313.5833333333
2012-02-13,"london","nkens",14453.4166666667
2012-02-14,"london","nkens",9764.66666666667
2012-02-15,"london","nkens",7196
2012-02-16,"london","nkens",11361.9166666667
2012-02-17,"london","nkens",NA
2012-02-18,"london","nkens",7829.16666666667
2012-02-19,"london","nkens",12455.7083333333
2012-02-20,"london","nkens",16375.5
2012-02-21,"london","nkens",10165.5
2012-02-22,"london","nkens",6521.45833333333
2012-02-23,"london","nkens",10661.6666666667
2012-02-24,"london","nkens",NA
2012-02-25,"london","nkens",NA
2012-02-26,"london","nkens",NA
2012-02-27,"london","nkens",NA
2012-02-28,"london","nkens",8908.83333333333
2012-02-29,"london","nkens",9306.35
2012-03-01,"london","nkens",12439.7083333333
2012-03-02,"london","nkens",10893.7916666667
2012-03-03,"london","nkens",7632.16666666667
2012-03-04,"london","nkens",6182.83333333333
2012-03-05,"london","nkens",NA
2012-03-06,"london","nkens",NA
2012-03-07,"london","nkens",NA
2012-03-08,"london","nkens",NA
2012-03-09,"london","nkens",NA
2012-03-10,"london","nkens",NA
2012-03-11,"london","nkens",NA
2012-03-12,"london","nkens",NA
2012-03-13,"london","nkens",NA
2012-03-14,"london","nkens",NA
2012-03-15,"london","nkens",NA
2012-03-16,"london","nkens",NA
2012-03-17,"london","nkens",7966.41666666667
2012-03-18,"london","nkens",10367
2012-03-19,"london","nkens",11451
2012-03-20,"london","nkens",14884.4782608696
2012-03-21,"london","nkens",11266.8333333333
2012-03-22,"london","nkens",13998.9166666667
2012-03-23,"london","nkens",15839.0476190476
2012-03-24,"london","nkens",13488.0416666667
2012-03-25,"london","nkens",9704.79166666667
2012-03-26,"london","nkens",NA
2012-03-27,"london","nkens",NA
2012-03-28,"london","nkens",NA
2012-03-29,"london","nkens",NA
2012-03-30,"london","nkens",9772.58333333333
2012-03-31,"london","nkens",8084.08333333333
2012-04-01,"london","nkens",12467.875
2012-04-02,"london","nkens",11809.625
2012-04-03,"london","nkens",12134.9166666667
2012-04-04,"london","nkens",10630.652173913
2012-04-05,"london","nkens",8093.125
2012-04-06,"london","nkens",9141.75
2012-04-07,"london","nkens",7878.33333333333
2012-04-08,"london","nkens",9216.58333333333
2012-04-09,"london","nkens",5225.91666666667
2012-04-10,"london","nkens",10855.2916666667
2012-04-11,"london","nkens",NA
2012-04-12,"london","nkens",NA
2012-04-13,"london","nkens",NA
2012-04-14,"london","nkens",NA
2012-04-15,"london","nkens",NA
2012-04-16,"london","nkens",NA
2012-04-17,"london","nkens",NA
2012-04-18,"london","nkens",NA
2012-04-19,"london","nkens",NA
2012-04-20,"london","nkens",NA
2012-04-21,"london","nkens",NA
2012-04-22,"london","nkens",NA
2012-04-23,"london","nkens",NA
2012-04-24,"london","nkens",NA
2012-04-25,"london","nkens",NA
2012-04-26,"london","nkens",NA
2012-04-27,"london","nkens",NA
2012-04-28,"london","nkens",NA
2012-04-29,"london","nkens",NA
2012-04-30,"london","nkens",NA
2012-05-01,"london","nkens",NA
2012-05-02,"london","nkens",NA
2012-05-03,"london","nkens",NA
2012-05-04,"london","nkens",NA
2012-05-05,"london","nkens",NA
2012-05-06,"london","nkens",NA
2012-05-07,"london","nkens",NA
2012-05-08,"london","nkens",NA
2012-05-09,"london","nkens",NA
2012-05-10,"london","nkens",NA
2012-05-11,"london","nkens",NA
2012-05-12,"london","nkens",NA
2012-05-13,"london","nkens",NA
2012-05-14,"london","nkens",NA
2012-05-15,"london","nkens",NA
2012-05-16,"london","nkens",NA
2012-05-17,"london","nkens",NA
2012-05-18,"london","nkens",NA
2012-05-19,"london","nkens",NA
2012-05-20,"london","nkens",NA
2012-05-21,"london","nkens",NA
2012-05-22,"london","nkens",NA
2012-05-23,"london","nkens",NA
2012-05-24,"london","nkens",NA
2012-05-25,"london","nkens",NA
2012-05-26,"london","nkens",NA
2012-05-27,"london","nkens",NA
2012-05-28,"london","nkens",NA
2012-05-29,"london","nkens",NA
2012-05-30,"london","nkens",NA
2012-05-31,"london","nkens",NA
2012-06-01,"london","nkens",NA
2012-06-02,"london","nkens",NA
2012-06-03,"london","nkens",NA
2012-06-04,"london","nkens",NA
2012-06-05,"london","nkens",NA
2012-06-06,"london","nkens",NA
2012-06-07,"london","nkens",NA
2012-06-08,"london","nkens",NA
2012-06-09,"london","nkens",NA
2012-06-10,"london","nkens",NA
2012-06-11,"london","nkens",NA
2012-06-12,"london","nkens",NA
2012-06-13,"london","nkens",NA
2012-06-14,"london","nkens",NA
2012-06-15,"london","nkens",8639.75
2012-06-16,"london","nkens",NA
2012-06-17,"london","nkens",NA
2012-06-18,"london","nkens",NA
2012-06-19,"london","nkens",11764.9166666667
2012-06-20,"london","nkens",16369.7083333333
2012-06-21,"london","nkens",9632.41666666667
2012-06-22,"london","nkens",7168.83333333333
2012-06-23,"london","nkens",7713.41666666667
2012-06-24,"london","nkens",7478.79166666667
2012-06-25,"london","nkens",9612.54166666667
2012-06-26,"london","nkens",9113.5
2012-06-27,"london","nkens",10476.875
2012-06-28,"london","nkens",10074.6666666667
2012-06-29,"london","nkens",5342.27272727273
2012-06-30,"london","nkens",6404.875
2012-07-01,"london","nkens",9966.83333333333
2012-07-02,"london","nkens",6595.04166666667
2012-07-03,"london","nkens",6964.95833333333
2012-07-04,"london","nkens",7743.375
2012-07-05,"london","nkens",8098.75
2012-07-06,"london","nkens",9117
2012-07-07,"london","nkens",7889.41666666667
2012-07-08,"london","nkens",7904.25
2012-07-09,"london","nkens",11718.4583333333
2012-07-10,"london","nkens",9630.875
2012-07-11,"london","nkens",14029
2012-07-12,"london","nkens",8859.375
2012-07-13,"london","nkens",9567.70833333333
2012-07-14,"london","nkens",7486.66666666667
2012-07-15,"london","nkens",9061.41666666667
2012-07-16,"london","nkens",7770.91666666667
2012-07-17,"london","nkens",12255.8636363636
2012-07-18,"london","nkens",7538.04166666667
2012-07-19,"london","nkens",15988.2916666667
