Hourly measurement data supplied by UK-air on 27/02/2024,,,,,,,,,
All Data GMT hour ending,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,
Site Name,,Chilbolton Observatory,,London Honor Oak Park,,London Marylebone Road,,London N. Kensington,
Latitude,,51.149617,,51.449674,,51.52253,,51.52105,
Longitude,,-1.438228,,-0.037418,,-0.154611,,-0.213492,
Site Type,,Rural Background,,Urban Background,,Urban Traffic,,Urban Background,
Zone,,South East,,Greater London,,Greater London,,Greater London,
Agglomeration,,#N/A,,Greater London Urban Area,,Greater London Urban Area,,Greater London Urban Area,
Local Authority,,Test Valley,,Lewisham,,Westminster,,Kensington,
Date,Time,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status
6/19/2019,14:00:00,No data,V particles cm-3,12009,V particles cm-3,23537,V particles cm-3,,
6/19/2019,15:00:00,No data,V particles cm-3,14254,V particles cm-3,51401,V particles cm-3,,
6/19/2019,16:00:00,No data,V particles cm-3,13401,V particles cm-3,58106,V particles cm-3,,
6/19/2019,17:00:00,No data,V particles cm-3,8944,V particles cm-3,65335,V particles cm-3,,
6/19/2019,18:00:00,No data,V particles cm-3,9498,V particles cm-3,31216,V particles cm-3,,
6/19/2019,19:00:00,No data,V particles cm-3,12857,V particles cm-3,43618,V particles cm-3,,
6/19/2019,20:00:00,No data,V particles cm-3,13746,V particles cm-3,37331,V particles cm-3,,
6/19/2019,21:00:00,No data,V particles cm-3,15510,V particles cm-3,62106,V particles cm-3,,
6/19/2019,22:00:00,No data,V particles cm-3,12524,V particles cm-3,60757,V particles cm-3,,
6/19/2019,23:00:00,No data,V particles cm-3,9988,V particles cm-3,53096,V particles cm-3,,
6/19/2019,24:00:00,No data,V particles cm-3,8759,V particles cm-3,52276,V particles cm-3,,
6/20/2019,1:00:00,No data,V particles cm-3,7569,V particles cm-3,40512,V particles cm-3,,
6/20/2019,2:00:00,No data,V particles cm-3,7186,V particles cm-3,28216,V particles cm-3,,
6/20/2019,3:00:00,No data,V particles cm-3,6915,V particles cm-3,32009,V particles cm-3,,
6/20/2019,4:00:00,No data,V particles cm-3,7322,V particles cm-3,29247,V particles cm-3,,
6/20/2019,5:00:00,No data,V particles cm-3,9532,V particles cm-3,46588,V particles cm-3,,
6/20/2019,6:00:00,No data,V particles cm-3,12804,V particles cm-3,34257,V particles cm-3,,
6/20/2019,7:00:00,No data,V particles cm-3,21422,V particles cm-3,30826,V particles cm-3,,
6/20/2019,8:00:00,No data,V particles cm-3,24522,V particles cm-3,29217,V particles cm-3,,
6/20/2019,9:00:00,No data,V particles cm-3,15892,V particles cm-3,35872,V particles cm-3,,
6/20/2019,10:00:00,No data,V particles cm-3,8902,V particles cm-3,39008,V particles cm-3,,
6/20/2019,11:00:00,No data,V particles cm-3,10587,V particles cm-3,48322,V particles cm-3,,
6/20/2019,12:00:00,No data,V particles cm-3,12246,V particles cm-3,56437,V particles cm-3,,
6/20/2019,13:00:00,No data,V particles cm-3,12061,V particles cm-3,53381,V particles cm-3,,
6/20/2019,14:00:00,No data,V particles cm-3,14082,V particles cm-3,52974,V particles cm-3,,
6/20/2019,15:00:00,No data,V particles cm-3,13674,V particles cm-3,58494,V particles cm-3,,
6/20/2019,16:00:00,No data,V particles cm-3,17409,V particles cm-3,54254,V particles cm-3,,
6/20/2019,17:00:00,No data,V particles cm-3,17640,V particles cm-3,61444,V particles cm-3,,
6/20/2019,18:00:00,No data,V particles cm-3,13748,V particles cm-3,51649,V particles cm-3,,
6/20/2019,19:00:00,No data,V particles cm-3,14218,V particles cm-3,49921,V particles cm-3,,
6/20/2019,20:00:00,No data,V particles cm-3,12769,V particles cm-3,51715,V particles cm-3,,
6/20/2019,21:00:00,No data,V particles cm-3,15472,V particles cm-3,52682,V particles cm-3,,
6/20/2019,22:00:00,No data,V particles cm-3,13984,V particles cm-3,47408,V particles cm-3,,
6/20/2019,23:00:00,No data,V particles cm-3,12198,V particles cm-3,51480,V particles cm-3,,
6/20/2019,24:00:00,No data,V particles cm-3,11376,V particles cm-3,44817,V particles cm-3,,
6/21/2019,1:00:00,No data,V particles cm-3,10792,V particles cm-3,34008,V particles cm-3,,
6/21/2019,2:00:00,No data,V particles cm-3,9243,V particles cm-3,26948,V particles cm-3,,
6/21/2019,3:00:00,No data,V particles cm-3,8080,V particles cm-3,26282,V particles cm-3,,
6/21/2019,4:00:00,No data,V particles cm-3,7277,V particles cm-3,29687,V particles cm-3,,
6/21/2019,5:00:00,No data,V particles cm-3,7637,V particles cm-3,54565,V particles cm-3,,
6/21/2019,6:00:00,No data,V particles cm-3,8700,V particles cm-3,51103,V particles cm-3,,
6/21/2019,7:00:00,No data,V particles cm-3,17700,V particles cm-3,53339,V particles cm-3,,
6/21/2019,8:00:00,No data,V particles cm-3,18052,V particles cm-3,41406,V particles cm-3,,
6/21/2019,9:00:00,No data,V particles cm-3,12532,V particles cm-3,26889,V particles cm-3,,
6/21/2019,10:00:00,No data,V particles cm-3,20317,V particles cm-3,19951,V particles cm-3,,
6/21/2019,11:00:00,No data,V particles cm-3,27742,V particles cm-3,24836,V particles cm-3,,
6/21/2019,12:00:00,No data,V particles cm-3,24567,V particles cm-3,37282,V particles cm-3,,
6/21/2019,13:00:00,No data,V particles cm-3,16617,V particles cm-3,34171,V particles cm-3,,
6/21/2019,14:00:00,No data,V particles cm-3,16902,V particles cm-3,25356,V particles cm-3,,
6/21/2019,15:00:00,No data,V particles cm-3,14494,V particles cm-3,23831,V particles cm-3,,
6/21/2019,16:00:00,No data,V particles cm-3,12794,V particles cm-3,22101,V particles cm-3,,
6/21/2019,17:00:00,No data,V particles cm-3,12593,V particles cm-3,28141,V particles cm-3,,
6/21/2019,18:00:00,No data,V particles cm-3,13266,V particles cm-3,30849,V particles cm-3,,
6/21/2019,19:00:00,No data,V particles cm-3,16046,V particles cm-3,16500,V particles cm-3,,
6/21/2019,20:00:00,No data,V particles cm-3,17580,V particles cm-3,13233,V particles cm-3,,
6/21/2019,21:00:00,No data,V particles cm-3,21370,V particles cm-3,20065,V particles cm-3,,
6/21/2019,22:00:00,No data,V particles cm-3,19355,V particles cm-3,48969,V particles cm-3,,
6/21/2019,23:00:00,No data,V particles cm-3,20787,V particles cm-3,51598,V particles cm-3,,
6/21/2019,24:00:00,No data,V particles cm-3,19667,V particles cm-3,46206,V particles cm-3,,
6/22/2019,1:00:00,No data,V particles cm-3,17433,V particles cm-3,37105,V particles cm-3,,
6/22/2019,2:00:00,No data,V particles cm-3,15350,V particles cm-3,35403,V particles cm-3,,
6/22/2019,3:00:00,No data,V particles cm-3,13949,V particles cm-3,35466,V particles cm-3,,
6/22/2019,4:00:00,No data,V particles cm-3,10979,V particles cm-3,30650,V particles cm-3,,
6/22/2019,5:00:00,No data,V particles cm-3,13102,V particles cm-3,41427,V particles cm-3,,
6/22/2019,6:00:00,No data,V particles cm-3,9149,V particles cm-3,43505,V particles cm-3,,
6/22/2019,7:00:00,No data,V particles cm-3,6621,V particles cm-3,32520,V particles cm-3,,
6/22/2019,8:00:00,No data,V particles cm-3,3856,V particles cm-3,36387,V particles cm-3,,
6/22/2019,9:00:00,No data,V particles cm-3,4316,V particles cm-3,33965,V particles cm-3,,
6/22/2019,10:00:00,No data,V particles cm-3,6520,V particles cm-3,36519,V particles cm-3,,
6/22/2019,11:00:00,No data,V particles cm-3,8332,V particles cm-3,38659,V particles cm-3,,
6/22/2019,12:00:00,No data,V particles cm-3,6183,V particles cm-3,29818,V particles cm-3,,
6/22/2019,13:00:00,No data,V particles cm-3,6289,V particles cm-3,27001,V particles cm-3,,
6/22/2019,14:00:00,No data,V particles cm-3,9785,V particles cm-3,29858,V particles cm-3,,
6/22/2019,15:00:00,No data,V particles cm-3,14152,V particles cm-3,35122,V particles cm-3,,
6/22/2019,16:00:00,No data,V particles cm-3,9990,V particles cm-3,28170,V particles cm-3,,
6/22/2019,17:00:00,No data,V particles cm-3,7778,V particles cm-3,29806,V particles cm-3,,
6/22/2019,18:00:00,No data,V particles cm-3,7010,V particles cm-3,28289,V particles cm-3,,
6/22/2019,19:00:00,No data,V particles cm-3,6423,V particles cm-3,26902,V particles cm-3,,
6/22/2019,20:00:00,No data,V particles cm-3,7784,V particles cm-3,28789,V particles cm-3,,
6/22/2019,21:00:00,No data,V particles cm-3,11030,V particles cm-3,28061,V particles cm-3,,
6/22/2019,22:00:00,No data,V particles cm-3,12055,V particles cm-3,28915,V particles cm-3,,
6/22/2019,23:00:00,No data,V particles cm-3,14857,V particles cm-3,30345,V particles cm-3,,
6/22/2019,24:00:00,No data,V particles cm-3,16239,V particles cm-3,28493,V particles cm-3,,
6/23/2019,1:00:00,No data,V particles cm-3,19882,V particles cm-3,17623,V particles cm-3,,
6/23/2019,2:00:00,No data,V particles cm-3,13790,V particles cm-3,12416,V particles cm-3,,
6/23/2019,3:00:00,No data,V particles cm-3,12048,V particles cm-3,12193,V particles cm-3,,
6/23/2019,4:00:00,No data,V particles cm-3,13655,V particles cm-3,9799,V particles cm-3,,
6/23/2019,5:00:00,No data,V particles cm-3,12621,V particles cm-3,11379,V particles cm-3,,
6/23/2019,6:00:00,No data,V particles cm-3,11516,V particles cm-3,14355,V particles cm-3,,
6/23/2019,7:00:00,No data,V particles cm-3,11031,V particles cm-3,21553,V particles cm-3,,
6/23/2019,8:00:00,No data,V particles cm-3,11355,V particles cm-3,20863,V particles cm-3,,
6/23/2019,9:00:00,No data,V particles cm-3,11121,V particles cm-3,16969,V particles cm-3,,
6/23/2019,10:00:00,No data,V particles cm-3,10512,V particles cm-3,19365,V particles cm-3,,
6/23/2019,11:00:00,No data,V particles cm-3,12139,V particles cm-3,23721,V particles cm-3,,
6/23/2019,12:00:00,No data,V particles cm-3,11676,V particles cm-3,18481,V particles cm-3,,
6/23/2019,13:00:00,No data,V particles cm-3,10316,V particles cm-3,21039,V particles cm-3,,
6/23/2019,14:00:00,No data,V particles cm-3,11017,V particles cm-3,24403,V particles cm-3,,
6/23/2019,15:00:00,No data,V particles cm-3,12620,V particles cm-3,22664,V particles cm-3,,
6/23/2019,16:00:00,No data,V particles cm-3,12036,V particles cm-3,30684,V particles cm-3,,
6/23/2019,17:00:00,No data,V particles cm-3,13805,V particles cm-3,25733,V particles cm-3,,
6/23/2019,18:00:00,No data,V particles cm-3,14823,V particles cm-3,27437,V particles cm-3,,
6/23/2019,19:00:00,No data,V particles cm-3,16108,V particles cm-3,28892,V particles cm-3,,
6/23/2019,20:00:00,No data,V particles cm-3,16069,V particles cm-3,31443,V particles cm-3,,
6/23/2019,21:00:00,No data,V particles cm-3,15263,V particles cm-3,29644,V particles cm-3,,
6/23/2019,22:00:00,No data,V particles cm-3,15768,V particles cm-3,23390,V particles cm-3,,
6/23/2019,23:00:00,No data,V particles cm-3,15167,V particles cm-3,25496,V particles cm-3,,
6/23/2019,24:00:00,No data,V particles cm-3,12327,V particles cm-3,28186,V particles cm-3,,
6/24/2019,1:00:00,No data,V particles cm-3,12221,V particles cm-3,25081,V particles cm-3,,
6/24/2019,2:00:00,No data,V particles cm-3,12246,V particles cm-3,18566,V particles cm-3,,
6/24/2019,3:00:00,No data,V particles cm-3,12427,V particles cm-3,15770,V particles cm-3,,
6/24/2019,4:00:00,No data,V particles cm-3,13152,V particles cm-3,16566,V particles cm-3,,
6/24/2019,5:00:00,No data,V particles cm-3,14752,V particles cm-3,27673,V particles cm-3,,
6/24/2019,6:00:00,No data,V particles cm-3,17444,V particles cm-3,26395,V particles cm-3,,
6/24/2019,7:00:00,No data,V particles cm-3,16696,V particles cm-3,35876,V particles cm-3,,
6/24/2019,8:00:00,No data,V particles cm-3,11259,V particles cm-3,46959,V particles cm-3,,
6/24/2019,9:00:00,No data,V particles cm-3,10397,V particles cm-3,48807,V particles cm-3,,
6/24/2019,10:00:00,No data,V particles cm-3,14310,V particles cm-3,46095,V particles cm-3,,
6/24/2019,11:00:00,No data,V particles cm-3,15317,V particles cm-3,50508,V particles cm-3,,
6/24/2019,12:00:00,No data,V particles cm-3,17664,V particles cm-3,52106,V particles cm-3,,
6/24/2019,13:00:00,No data,V particles cm-3,12683,V particles cm-3,44316,V particles cm-3,,
6/24/2019,14:00:00,No data,V particles cm-3,13721,V particles cm-3,44578,V particles cm-3,,
6/24/2019,15:00:00,No data,V particles cm-3,9106,V particles cm-3,48365,V particles cm-3,,
6/24/2019,16:00:00,No data,V particles cm-3,8359,V particles cm-3,47782,V particles cm-3,,
6/24/2019,17:00:00,No data,V particles cm-3,8773,V particles cm-3,57476,V particles cm-3,,
6/24/2019,18:00:00,No data,V particles cm-3,11135,V particles cm-3,50246,V particles cm-3,,
6/24/2019,19:00:00,No data,V particles cm-3,14193,V particles cm-3,56541,V particles cm-3,,
6/24/2019,20:00:00,No data,V particles cm-3,11231,V particles cm-3,52963,V particles cm-3,,
6/24/2019,21:00:00,No data,V particles cm-3,18279,V particles cm-3,49920,V particles cm-3,,
6/24/2019,22:00:00,No data,V particles cm-3,20782,V particles cm-3,45762,V particles cm-3,,
6/24/2019,23:00:00,No data,V particles cm-3,12695,V particles cm-3,37437,V particles cm-3,,
6/24/2019,24:00:00,No data,V particles cm-3,14072,V particles cm-3,41640,V particles cm-3,,
6/25/2019,1:00:00,No data,V particles cm-3,14813,V particles cm-3,17859,V particles cm-3,,
6/25/2019,2:00:00,No data,V particles cm-3,11510,V particles cm-3,23213,V particles cm-3,,
6/25/2019,3:00:00,No data,V particles cm-3,9851,V particles cm-3,23261,V particles cm-3,,
6/25/2019,4:00:00,No data,V particles cm-3,10751,V particles cm-3,18680,V particles cm-3,,
6/25/2019,5:00:00,No data,V particles cm-3,12030,V particles cm-3,32417,V particles cm-3,,
6/25/2019,6:00:00,No data,V particles cm-3,13436,V particles cm-3,16346,V particles cm-3,,
6/25/2019,7:00:00,No data,V particles cm-3,11752,V particles cm-3,26996,V particles cm-3,,
6/25/2019,8:00:00,No data,V particles cm-3,20082,V particles cm-3,18559,V particles cm-3,,
6/25/2019,9:00:00,No data,V particles cm-3,14474,V particles cm-3,19919,V particles cm-3,,
6/25/2019,10:00:00,No data,V particles cm-3,11254,V particles cm-3,19693,V particles cm-3,,
6/25/2019,11:00:00,No data,V particles cm-3,12846,V particles cm-3,17492,V particles cm-3,,
6/25/2019,12:00:00,No data,V particles cm-3,12058,V particles cm-3,14968,V particles cm-3,,
6/25/2019,13:00:00,No data,V particles cm-3,10406,V particles cm-3,14606,V particles cm-3,,
6/25/2019,14:00:00,No data,V particles cm-3,10074,V particles cm-3,11066,V particles cm-3,,
6/25/2019,15:00:00,No data,V particles cm-3,9808,V particles cm-3,14531,V particles cm-3,,
6/25/2019,16:00:00,No data,V particles cm-3,9287,V particles cm-3,15984,V particles cm-3,,
6/25/2019,17:00:00,No data,V particles cm-3,9889,V particles cm-3,12488,V particles cm-3,,
6/25/2019,18:00:00,No data,V particles cm-3,9492,V particles cm-3,13530,V particles cm-3,,
6/25/2019,19:00:00,No data,V particles cm-3,10127,V particles cm-3,13474,V particles cm-3,,
6/25/2019,20:00:00,No data,V particles cm-3,9115,V particles cm-3,15430,V particles cm-3,,
6/25/2019,21:00:00,No data,V particles cm-3,9470,V particles cm-3,9347,V particles cm-3,,
6/25/2019,22:00:00,No data,V particles cm-3,6623,V particles cm-3,8954,V particles cm-3,,
6/25/2019,23:00:00,No data,V particles cm-3,5886,V particles cm-3,8828,V particles cm-3,,
6/25/2019,24:00:00,No data,V particles cm-3,4538,V particles cm-3,8701,V particles cm-3,,
6/26/2019,1:00:00,No data,V particles cm-3,3513,V particles cm-3,5591,V particles cm-3,,
6/26/2019,2:00:00,No data,V particles cm-3,2405,V particles cm-3,3874,V particles cm-3,,
6/26/2019,3:00:00,No data,V particles cm-3,2650,V particles cm-3,4382,V particles cm-3,,
6/26/2019,4:00:00,No data,V particles cm-3,2347,V particles cm-3,7577,V particles cm-3,,
6/26/2019,5:00:00,No data,V particles cm-3,2678,V particles cm-3,9428,V particles cm-3,,
6/26/2019,6:00:00,No data,V particles cm-3,2748,V particles cm-3,7934,V particles cm-3,,
6/26/2019,7:00:00,No data,V particles cm-3,4622,V particles cm-3,8819,V particles cm-3,,
6/26/2019,8:00:00,No data,V particles cm-3,7027,V particles cm-3,9234,V particles cm-3,,
6/26/2019,9:00:00,No data,V particles cm-3,9280,V particles cm-3,11351,V particles cm-3,,
6/26/2019,10:00:00,No data,V particles cm-3,6709,V particles cm-3,9203,V particles cm-3,,
6/26/2019,11:00:00,No data,V particles cm-3,6387,V particles cm-3,9586,V particles cm-3,,
6/26/2019,12:00:00,No data,V particles cm-3,8730,V particles cm-3,10626,V particles cm-3,,
6/26/2019,13:00:00,No data,V particles cm-3,6933,V particles cm-3,10890,V particles cm-3,,
6/26/2019,14:00:00,4104,V particles cm-3,8052,V particles cm-3,11957,V particles cm-3,,
6/26/2019,15:00:00,5046,V particles cm-3,9455,V particles cm-3,11319,V particles cm-3,,
6/26/2019,16:00:00,6689,V particles cm-3,7715,V particles cm-3,12357,V particles cm-3,,
6/26/2019,17:00:00,6188,V particles cm-3,7815,V particles cm-3,10704,V particles cm-3,,
6/26/2019,18:00:00,5383,V particles cm-3,8495,V particles cm-3,9681,V particles cm-3,,
6/26/2019,19:00:00,4142,V particles cm-3,7825,V particles cm-3,8932,V particles cm-3,,
6/26/2019,20:00:00,3233,V particles cm-3,12430,V particles cm-3,6902,V particles cm-3,,
6/26/2019,21:00:00,2246,V particles cm-3,5566,V particles cm-3,6691,V particles cm-3,,
6/26/2019,22:00:00,1879,V particles cm-3,3544,V particles cm-3,9106,V particles cm-3,,
6/26/2019,23:00:00,2141,V particles cm-3,2656,V particles cm-3,5930,V particles cm-3,,
6/26/2019,24:00:00,2118,V particles cm-3,2649,V particles cm-3,6147,V particles cm-3,,
6/27/2019,1:00:00,1769,V particles cm-3,2014,V particles cm-3,4803,V particles cm-3,,
6/27/2019,2:00:00,1406,V particles cm-3,2109,V particles cm-3,3938,V particles cm-3,,
6/27/2019,3:00:00,1285,V particles cm-3,2058,V particles cm-3,3565,V particles cm-3,,
6/27/2019,4:00:00,1222,V particles cm-3,2764,V particles cm-3,3672,V particles cm-3,,
6/27/2019,5:00:00,1232,V particles cm-3,3755,V particles cm-3,6525,V particles cm-3,,
6/27/2019,6:00:00,1412,V particles cm-3,4442,V particles cm-3,8516,V particles cm-3,,
6/27/2019,7:00:00,2553,V particles cm-3,7034,V particles cm-3,9575,V particles cm-3,,
6/27/2019,8:00:00,4463,V particles cm-3,6085,V particles cm-3,11501,V particles cm-3,,
6/27/2019,9:00:00,8368,V particles cm-3,10069,V particles cm-3,15079,V particles cm-3,,
6/27/2019,10:00:00,10724,V particles cm-3,23841,V particles cm-3,20301,V particles cm-3,,
6/27/2019,11:00:00,13469,V particles cm-3,36419,V particles cm-3,23097,V particles cm-3,,
6/27/2019,12:00:00,14730,V particles cm-3,33074,V particles cm-3,33183,V particles cm-3,,
6/27/2019,13:00:00,16296,V particles cm-3,39472,V particles cm-3,34909,V particles cm-3,,
6/27/2019,14:00:00,17437,V particles cm-3,40793,V particles cm-3,46952,V particles cm-3,,
6/27/2019,15:00:00,16796,V particles cm-3,36432,V particles cm-3,39831,V particles cm-3,,
6/27/2019,16:00:00,15867,V particles cm-3,34243,V particles cm-3,42858,V particles cm-3,,
6/27/2019,17:00:00,15390,V particles cm-3,23102,V particles cm-3,42191,V particles cm-3,,
6/27/2019,18:00:00,14335,V particles cm-3,17356,V particles cm-3,46303,V particles cm-3,,
6/27/2019,19:00:00,14707,V particles cm-3,8389,V particles cm-3,32265,V particles cm-3,,
6/27/2019,20:00:00,12532,V particles cm-3,6662,V particles cm-3,28543,V particles cm-3,,
6/27/2019,21:00:00,11392,V particles cm-3,5908,V particles cm-3,25232,V particles cm-3,,
6/27/2019,22:00:00,8488,V particles cm-3,3488,V particles cm-3,12913,V particles cm-3,,
6/27/2019,23:00:00,7584,V particles cm-3,2625,V particles cm-3,11716,V particles cm-3,,
6/27/2019,24:00:00,5815,V particles cm-3,2666,V particles cm-3,11820,V particles cm-3,,
6/28/2019,1:00:00,4129,V particles cm-3,3088,V particles cm-3,10809,V particles cm-3,,
6/28/2019,2:00:00,4579,V particles cm-3,2542,V particles cm-3,9285,V particles cm-3,,
6/28/2019,3:00:00,4601,V particles cm-3,3304,V particles cm-3,6367,V particles cm-3,,
6/28/2019,4:00:00,3775,V particles cm-3,3164,V particles cm-3,7652,V particles cm-3,,
6/28/2019,5:00:00,3853,V particles cm-3,4942,V particles cm-3,19076,V particles cm-3,,
6/28/2019,6:00:00,4145,V particles cm-3,4410,V particles cm-3,20338,V particles cm-3,,
6/28/2019,7:00:00,5529,V particles cm-3,4085,V particles cm-3,17254,V particles cm-3,,
6/28/2019,8:00:00,6695,V particles cm-3,3901,V particles cm-3,19559,V particles cm-3,,
6/28/2019,9:00:00,7538,V particles cm-3,5471,V particles cm-3,19399,V particles cm-3,,
6/28/2019,10:00:00,10220,V particles cm-3,5451,V particles cm-3,19480,V particles cm-3,,
6/28/2019,11:00:00,9959,V particles cm-3,6938,V particles cm-3,24299,V particles cm-3,,
