date,area,site,ufp,nonext,tmean,no2,pm10,pm25,dow,holiday
2005-06-19,london,kensington,,174,23.9531593322754,31.8537940979004,27.9081840515137,14.8029899597168,7,0
2005-06-20,london,kensington,,190,22.753381729126,39.7723045349121,32.4253730773926,16.3492374420166,1,0
2005-06-21,london,kensington,,163,20.0919399261475,33.2103652954102,20.9102115631104,10.2696924209595,2,0
2005-06-22,london,kensington,,172,20.7882118225098,37.1534729003906,23.7306308746338,12.0463733673096,3,0
2005-06-23,london,kensington,,157,22.4100437164307,49.8978080749512,29.8103275299072,15.1362504959106,4,0
2005-06-24,london,kensington,,227,21.8798732757568,54.6644515991211,35.6176986694336,17.9347743988037,5,0
2005-06-25,london,kensington,,156,17.3275184631348,20.3975849151611,29.936637878418,15.2544174194336,6,0
2005-06-26,london,kensington,,125,16.3788223266602,15.1850309371948,18.1855735778809,9.23857975006104,7,0
2005-06-27,london,kensington,,146,17.9266300201416,30.9897155761719,25.9746551513672,12.2411403656006,1,0
2005-06-28,london,kensington,,152,19.0646705627441,31.7978706359863,27.2985286712647,12.6184673309326,2,0
2005-06-29,london,kensington,,142,19.4621391296387,32.2640151977539,33.0061225891113,15.6065998077393,3,0
2005-06-30,london,kensington,,156,16.9098129272461,26.3849124908447,19.9425392150879,10.7759351730347,4,0
2005-07-01,london,kensington,,159,16.8796730041504,23.7519378662109,19.3610954284668,9.85777378082275,5,0
2005-07-02,london,kensington,,177,18.919750213623,19.0769596099854,16.9777851104736,9.21508884429932,6,0
2005-07-03,london,kensington,,150,16.6727104187012,19.790018081665,21.3781719207764,10.5382118225098,7,0
2005-07-04,london,kensington,,164,15.2411613464355,26.0512428283691,17.6724815368652,8.70811271667481,1,0
2005-07-05,london,kensington,,147,13.5745182037354,23.4417762756348,17.3017921447754,8.44727993011475,2,0
2005-07-06,london,kensington,13690.625,151,16.4557399749756,19.2887001037598,17.2734050750732,8.51085090637207,3,0
2005-07-07,london,kensington,12369.625,154,15.93030834198,25.3677845001221,18.8440322875977,9.69460105895996,4,0
2005-07-08,london,kensington,13544.2916666667,158,16.1134624481201,26.0262603759766,21.644100189209,11.124870300293,5,0
2005-07-09,london,kensington,11506.1666666667,161,18.0793762207031,19.5084247589111,19.6902256011963,10.5387382507324,6,0
2005-07-10,london,kensington,11740.2083333333,157,20.9212856292725,21.312105178833,22.0543117523193,11.1404047012329,7,0
2005-07-11,london,kensington,11517.4761904762,171,21.7921772003174,27.6948223114014,19.6424655914307,9.74929332733154,1,0
2005-07-12,london,kensington,,151,20.1084480285645,29.7062206268311,19.7881927490234,9.58955192565918,2,0
2005-07-13,london,kensington,,177,21.6737213134766,43.5554275512695,32.2746391296387,15.5676040649414,3,0
2005-07-14,london,kensington,,163,23.1439266204834,35.461669921875,29.3489799499512,14.9932537078857,4,0
2005-07-15,london,kensington,,191,21.4607620239258,30.7322540283203,25.0287284851074,13.0064744949341,5,0
2005-07-16,london,kensington,13534.875,158,18.8239307403564,27.9622116088867,24.5626754760742,12.7506713867188,6,0
2005-07-17,london,kensington,15758.7916666667,155,20.5907135009766,33.7658004760742,34.930835723877,17.8223667144775,7,0
2005-07-18,london,kensington,16983.5833333333,164,19.8052425384522,26.6441707611084,26.0138721466064,12.4817838668823,1,0
2005-07-19,london,kensington,16849.9583333333,162,17.7460708618164,18.959056854248,19.2175540924072,8.87733364105225,2,0
2005-07-20,london,kensington,13518.4583333333,138,19.3578701019287,19.7653026580811,17.7432918548584,8.5178918838501,3,0
2005-07-21,london,kensington,11147.1666666667,149,17.1328811645508,27.2845592498779,24.0520648956299,11.8011980056763,4,0
2005-07-22,london,kensington,13518.0416666667,155,16.6193237304688,34.2311744689941,27.3699169158936,13.1483840942383,5,0
2005-07-23,london,kensington,17251.625,133,18.8068771362305,35.887451171875,33.9995193481445,16.799337387085,6,0
2005-07-24,london,kensington,12325.9583333333,148,17.9330196380615,20.0435771942139,20.3253955841064,10.7229919433594,7,0
2005-07-25,london,kensington,,139,16.7014198303223,24.1811180114746,14.4156513214111,7.34287595748901,1,0
2005-07-26,london,kensington,,158,16.428295135498,31.012882232666,15.310040473938,7.53417062759399,2,0
2005-07-27,london,kensington,,142,15.45290184021,35.2677192687988,21.9993114471436,10.349702835083,3,0
2005-07-28,london,kensington,,171,19.0619983673096,30.2917785644531,27.5041656494141,12.8342409133911,4,0
2005-07-29,london,kensington,15430.4583333333,160,18.5584373474121,25.535701751709,15.383150100708,7.92466068267822,5,0
2005-07-30,london,kensington,15059.25,147,16.3959331512451,23.5149059295654,15.276725769043,8.07704830169678,6,0
2005-07-31,london,kensington,9993.66666666667,156,17.0084857940674,22.592134475708,16.1233139038086,8.16760349273682,7,0
2005-08-01,london,kensington,22019.875,149,17.3777885437012,37.0626182556152,26.5455570220947,12.2698612213135,1,0
2005-08-02,london,kensington,17456.6666666667,149,17.9862518310547,34.0288429260254,29.3841533660889,13.5647172927856,2,0
2005-08-03,london,kensington,14502.9583333333,150,19.0127582550049,22.8524513244629,17.4467144012451,8.16758346557617,3,0
2005-08-04,london,kensington,15434.6666666667,147,17.3417549133301,24.2685146331787,20.0067138671875,9.31701850891113,4,0
2005-08-05,london,kensington,12875.0416666667,152,17.7497329711914,22.7560367584229,13.5111265182495,7.06517648696899,5,0
2005-08-06,london,kensington,13305.125,140,15.5452680587769,24.6208534240723,15.6016550064087,7.85623931884766,6,0
2005-08-07,london,kensington,14161.2083333333,142,15.381233215332,21.1814517974854,16.7651100158691,8.19994163513184,7,0
2005-08-08,london,kensington,17559.0833333333,173,15.7790470123291,34.3258857727051,22.8700199127197,10.5475769042969,1,0
2005-08-09,london,kensington,19896.125,148,17.7481269836426,42.6971435546875,26.7520084381104,11.8944044113159,2,0
2005-08-10,london,kensington,13011.5833333333,185,18.7833442687988,31.4927101135254,25.8372459411621,11.5629234313965,3,0
2005-08-11,london,kensington,13789.4583333333,155,19.6291332244873,30.3613204956055,21.196159362793,9.94960880279541,4,0
2005-08-12,london,kensington,12637.2083333333,177,17.7075672149658,29.8165683746338,18.7210903167725,9.06441116333008,5,0
2005-08-13,london,kensington,16886.125,172,15.8387451171875,26.1647605895996,16.4945755004883,8.21255683898926,6,0
2005-08-14,london,kensington,11654.625,170,16.4358291625977,14.744909286499,11.739049911499,6.50051593780518,7,0
2005-08-15,london,kensington,16554.5833333333,150,16.7120990753174,33.536563873291,19.4862022399902,9.61226272583008,1,0
2005-08-16,london,kensington,17690.4583333333,144,17.9977588653564,42.8819122314453,27.8227138519287,13.2405881881714,2,0
2005-08-17,london,kensington,21595.2083333333,157,18.7732486724854,48.4005432128906,42.5026550292969,20.1592521667481,3,0
2005-08-18,london,kensington,18732.7916666667,171,20.485315322876,53.8468589782715,51.8819160461426,23.271879196167,4,0
2005-08-19,london,kensington,16680.5833333333,168,16.4402713775635,35.6070747375488,21.6051483154297,10.6913909912109,5,0
2005-08-20,london,kensington,13747.0416666667,143,16.5709419250488,24.6663684844971,16.4822616577148,8.64492988586426,6,0
2005-08-21,london,kensington,12043.1666666667,150,19.1166343688965,26.6323738098145,16.9489707946777,8.5921106338501,7,0
2005-08-22,london,kensington,18243.2083333333,140,15.5314159393311,32.4744834899902,14.9221086502075,7.99938869476318,1,0
2005-08-23,london,kensington,16959.5833333333,128,16.5811080932617,28.1371746063232,18.5700817108154,8.52725696563721,2,0
2005-08-24,london,kensington,20042.2083333333,151,14.8667106628418,24.4950675964355,14.2744255065918,7.21809673309326,3,0
2005-08-25,london,kensington,18236.2083333333,142,14.9368667602539,23.2298526763916,15.0575380325317,7.43961811065674,4,0
2005-08-26,london,kensington,19332.625,147,14.6395978927612,24.8018188476563,14.8273487091064,7.48565626144409,5,0
2005-08-27,london,kensington,18632.5833333333,169,16.2985515594482,28.6497077941895,17.9612998962402,8.90506458282471,6,0
2005-08-28,london,kensington,18677.4583333333,154,17.3293838500977,24.4098873138428,16.7946910858154,8.6791353225708,7,0
2005-08-29,london,kensington,17287.75,158,18.4398975372314,29.8279418945313,17.3233795166016,9.01069450378418,1,1
2005-08-30,london,kensington,22995.5833333333,156,20.2168197631836,44.403076171875,34.4927101135254,17.1447372436523,2,0
2005-08-31,london,kensington,17507.625,176,23.434871673584,46.8211212158203,53.2063255310059,24.3923854827881,3,0
2005-09-01,london,kensington,7398.625,153,20.5358085632324,29.06689453125,21.0378379821777,11.4523735046387,4,0
2005-09-02,london,kensington,,137,18.1252555847168,37.9500160217285,21.1800441741943,11.0984926223755,5,0
2005-09-03,london,kensington,,137,19.4533786773682,30.624080657959,44.7886123657227,23.8974838256836,6,0
2005-09-04,london,kensington,,167,22.0696754455566,32.2167778015137,57.7411956787109,31.0638179779053,7,0
2005-09-05,london,kensington,,171,20.2234535217285,42.5692291259766,35.6848945617676,19.2361450195313,1,0
2005-09-06,london,kensington,19660.4166666667,155,18.3362216949463,48.4707756042481,27.8548889160156,14.6698799133301,2,0
2005-09-07,london,kensington,19063.5416666667,156,18.4521236419678,34.9714088439941,24.1771450042725,12.8642501831055,3,0
2005-09-08,london,kensington,15737.2916666667,168,19.2531661987305,35.0982246398926,22.1057071685791,11.5660066604614,4,0
2005-09-09,london,kensington,24603.4166666667,147,19.4203128814697,61.8926124572754,37.097827911377,19.4960880279541,5,0
2005-09-10,london,kensington,18592,135,19.7796306610107,37.8855819702148,30.611499786377,16.9393768310547,6,0
2005-09-11,london,kensington,9993.75,160,16.235445022583,16.9250717163086,17.5136909484863,9.56884860992432,7,0
2005-09-12,london,kensington,16260.5833333333,141,17.7526264190674,33.5408821105957,20.8601856231689,10.7373199462891,1,0
2005-09-13,london,kensington,15310.5416666667,141,16.6223926544189,37.5284042358398,28.18798828125,14.2783002853394,2,0
2005-09-14,london,kensington,12705,144,19.6634044647217,28.1975479125977,21.2168235778809,11.0617113113403,3,0
2005-09-15,london,kensington,,146,17.3936061859131,26.9160442352295,15.5100402832031,8.33204746246338,4,0
2005-09-16,london,kensington,,175,13.3465623855591,21.6876125335693,12.2077322006226,6.70802640914917,5,0
2005-09-17,london,kensington,19133.375,151,10.5800800323486,37.685546875,15.8884000778198,8.55475425720215,6,0
2005-09-18,london,kensington,15380,164,11.9142627716064,38.2015533447266,17.9073619842529,9.96790981292725,7,0
2005-09-19,london,kensington,18741.7916666667,177,16.1619243621826,42.0241622924805,22.7185878753662,12.2385120391846,1,0
2005-09-20,london,kensington,22060.0416666667,158,15.8288536071777,42.8751678466797,25.4161567687988,13.1776428222656,2,0
2005-09-21,london,kensington,16255,141,17.090633392334,41.6353454589844,25.2861728668213,13.3437738418579,3,0
2005-09-22,london,kensington,23286.4583333333,149,15.4380617141724,57.5465393066406,52.7609748840332,26.8019695281982,4,0
2005-09-23,london,kensington,23814.2083333333,138,14.623161315918,46.726490020752,37.8363723754883,20.1717205047607,5,0
2005-09-24,london,kensington,18946.4166666667,146,12.1671276092529,34.1990776062012,21.780725479126,10.228796005249,6,0
2005-09-25,london,kensington,16817.7916666667,144,16.1864547729492,23.5414123535156,18.2368030548096,8.70873641967773,7,0
2005-09-26,london,kensington,18872.9166666667,155,13.6598043441772,24.8556804656982,17.5164756774902,8.15626811981201,1,0
2005-09-27,london,kensington,21890.75,176,16.7045516967773,25.7866878509522,19.2222900390625,8.71157073974609,2,0
2005-09-28,london,kensington,21717.9166666667,154,11.6014184951782,27.5086612701416,17.2235088348389,7.91969299316406,3,0
2005-09-29,london,kensington,21111.8333333333,168,12.4807758331299,33.9359474182129,16.1323642730713,7.58436727523804,4,0
2005-09-30,london,kensington,19807.8333333333,155,14.8020172119141,29.0344276428223,17.2806816101074,8.17870712280273,5,0
2005-10-01,london,kensington,14859.25,158,13.1509056091309,21.936315536499,13.6579542160034,6.76806735992432,6,0
2005-10-02,london,kensington,20362.4583333333,152,11.5009326934814,26.3748073577881,12.360595703125,6.6103630065918,7,0
2005-10-03,london,kensington,29153.375,152,10.5209522247314,51.6549606323242,24.8268890380859,12.5199422836304,1,0
2005-10-04,london,kensington,27577.8333333333,170,12.4376001358032,44.987735748291,22.7160263061523,11.3298244476318,2,0
2005-10-05,london,kensington,25114.5416666667,170,12.9619989395142,39.4094963073731,31.3525390625,16.4522953033447,3,0
2005-10-06,london,kensington,20720.0833333333,178,14.4337434768677,47.0228691101074,51.050952911377,30.4058704376221,4,0
2005-10-07,london,kensington,24166.5416666667,185,15.9768857955933,59.0592346191406,63.5582618713379,35.5640869140625,5,0
2005-10-08,london,kensington,14920.3333333333,149,15.8638067245483,32.7736358642578,46.9115867614746,28.6431846618652,6,0
2005-10-09,london,kensington,19345.375,148,11.6894111633301,33.8234252929688,16.7456665039063,9.33728122711182,7,0
2005-10-10,london,kensington,28204.8333333333,155,15.2691192626953,45.5774154663086,35.3900833129883,20.1123161315918,1,0
2005-10-11,london,kensington,19906.3333333333,184,18.4224109649658,38.6665840148926,40.6260757446289,21.4085731506348,2,0
2005-10-12,london,kensington,16902.125,164,18.2747097015381,34.8995094299316,29.4020195007324,16.5636749267578,3,0
2005-10-13,london,kensington,17172.0833333333,131,13.9443244934082,34.6350784301758,17.2854118347168,9.43883609771729,4,0
2005-10-14,london,kensington,22140.2916666667,145,14.0839080810547,36.869140625,17.200777053833,8.86176490783691,5,0
2005-10-15,london,kensington,25013.1666666667,155,16.582052230835,49.4571228027344,51.5448951721191,28.4621658325195,6,0
2005-10-16,london,kensington,22957.6666666667,117,14.1270694732666,43.9293098449707,49.8586120605469,28.9017391204834,7,0
2005-10-17,london,kensington,28390.9583333333,165,14.4881391525269,54.4973907470703,43.8359336853027,25.4575729370117,1,0
2005-10-18,london,kensington,29692.9583333333,161,11.5108852386475,47.4789352416992,35.1932678222656,18.5087451934814,2,0
2005-10-19,london,kensington,21239.4583333333,156,13.2306823730469,39.0876884460449,16.5632877349854,8.50822067260742,3,0
2005-10-20,london,kensington,22668.3333333333,149,12.8601722717285,36.6079216003418,13.5810251235962,6.9948525428772,4,0
2005-10-21,london,kensington,18908.0833333333,165,13.4862232208252,26.5746555328369,16.282735824585,7.83559846878052,5,0
2005-10-22,london,kensington,21211.9166666667,164,13.3987770080566,34.1525344848633,15.4018487930298,8.3816089630127,6,0
2005-10-23,london,kensington,20573.75,164,11.4307069778442,34.3541603088379,15.7143125534058,8.64080619812012,7,0
2005-10-24,london,kensington,15011.1666666667,153,13.0595798492432,22.2003021240234,12.9927167892456,7.23723459243774,1,0
2005-10-25,london,kensington,15786.75,162,15.4769525527954,18.6565227508545,18.8789386749268,9.04116439819336,2,0
2005-10-26,london,kensington,21883.375,166,15.0283422470093,32.5563583374023,25.0836887359619,12.2624931335449,3,0
2005-10-27,london,kensington,18850.375,160,17.3202934265137,32.9678382873535,23.7238922119141,11.249454498291,4,0
2005-10-28,london,kensington,18852.625,170,15.3957443237305,31.3969249725342,17.1038360595703,8.69590091705322,5,0
2005-10-29,london,kensington,19252.9166666667,172,14.5686359405518,27.6986408233643,15.0459871292114,8.03544425964356,6,0
2005-10-30,london,kensington,12562.9583333333,178,16.3367557525635,18.0326538085938,21.1324710845947,10.4378652572632,7,0
2005-10-31,london,kensington,19602.25,142,13.6768102645874,39.8989105224609,19.0727138519287,9.37612533569336,1,0
2005-11-01,london,kensington,21615.6666666667,162,12.870044708252,34.1541748046875,14.882061958313,7.77344131469727,2,0
2005-11-02,london,kensington,16485.5,181,13.3560342788696,23.5678386688232,13.406985282898,7.26607370376587,3,0
2005-11-03,london,kensington,11839.125,151,14.950927734375,17.195520401001,22.0547199249268,9.81817054748535,4,0
2005-11-04,london,kensington,20014.75,177,10.7722511291504,32.0667304992676,18.0685119628906,8.48987674713135,5,0
2005-11-05,london,kensington,19369.2083333333,155,9.15771961212158,30.3908729553223,22.2744369506836,10.2773733139038,6,0
2005-11-06,london,kensington,12119.5833333333,151,10.8069305419922,18.0908451080322,16.0250301361084,7.80924320220947,7,0
2005-11-07,london,kensington,21251.6666666667,172,11.3357334136963,37.4167022705078,18.7806816101074,8.78641414642334,1,0
2005-11-08,london,kensington,14696.875,171,13.3562173843384,25.8944473266602,19.4084758758545,8.93743419647217,2,0
2005-11-09,london,kensington,21539.5416666667,157,9.3266019821167,48.5191955566406,18.716329574585,8.97172832489014,3,0
2005-11-10,london,kensington,20233.5416666667,158,9.35388660430908,34.2514762878418,18.0525512695313,8.43234348297119,4,0
2005-11-11,london,kensington,15471.375,154,13.3255395889282,22.0022068023682,17.099328994751,7.88112783432007,5,0
2005-11-12,london,kensington,24143.0833333333,156,8.59738540649414,44.5216827392578,26.5164909362793,12.2231531143188,6,0
2005-11-13,london,kensington,18746.375,141,6.09996509552002,35.932991027832,24.1780452728272,11.9726142883301,7,0
2005-11-14,london,kensington,28220.9583333333,158,5.05990266799927,59.1919746398926,27.840991973877,13.355562210083,1,0
2005-11-15,london,kensington,21281.4166666667,199,7.18467855453491,49.6729278564453,22.1865615844727,10.902853012085,2,0
2005-11-16,london,kensington,23135,160,6.10692405700684,47.6735534667969,16.1184825897217,8.70454788208008,3,0
2005-11-17,london,kensington,36305.9130434783,147,2.70896029472351,65.0044937133789,27.1680126190186,12.9938058853149,4,0
2005-11-18,london,kensington,40246.8333333333,181,1.93244600296021,75.0462188720703,37.8115921020508,18.6221942901611,5,0
2005-11-19,london,kensington,43208.9166666667,175,2.63755440711975,73.0151824951172,40.1582298278809,22.3589572906494,6,0
2005-11-20,london,kensington,40180.9166666667,155,1.64308178424835,71.6209411621094,50.1738090515137,30.1126461029053,7,0
2005-11-21,london,kensington,52443,170,2.37187743186951,78.4451904296875,59.1518936157227,32.3560371398926,1,0
2005-11-22,london,kensington,41127.6666666667,183,4.07690143585205,62.1358337402344,40.0173797607422,23.3122596740723,2,0
2005-11-23,london,kensington,21782.4583333333,189,3.80074119567871,57.4642486572266,31.2681522369385,19.2552318572998,3,0
2005-11-24,london,kensington,28663.9166666667,174,5.40992498397827,47.0637016296387,26.8304557800293,14.685474395752,4,0
2005-11-25,london,kensington,33172.0416666667,184,1.63040328025818,39.9690895080566,14.7908992767334,7.71794605255127,5,0
2005-11-26,london,kensington,21684.1666666667,161,3.07820129394531,29.4966373443604,14.5010089874268,8.1929874420166,6,0
2005-11-27,london,kensington,18519.5416666667,158,3.17254829406738,35.0863914489746,15.2683572769165,9.05077171325684,7,0
2005-11-28,london,kensington,28268.5416666667,172,3.72208404541016,50.6039009094238,21.592903137207,11.9281768798828,1,0
2005-11-29,london,kensington,34783.7083333333,200,2.4406840801239,59.5612716674805,26.7163772583008,13.9015188217163,2,0
2005-11-30,london,kensington,45687.6666666667,176,3.20366811752319,58.5895881652832,28.4791049957275,15.0504503250122,3,0
2005-12-01,london,kensington,24667.75,196,5.16713857650757,29.0705490112305,17.7852687835693,9.54817581176758,4,0
2005-12-02,london,kensington,24587.7083333333,202,8.55784320831299,24.1308765411377,15.7921161651611,7.82342767715454,5,0
2005-12-03,london,kensington,25961.1666666667,179,8.03159999847412,27.632251739502,10.5804100036621,6.57218313217163,6,0
2005-12-04,london,kensington,35799.9166666667,170,6.34078645706177,43.0759658813477,17.0857963562012,9.41951560974121,7,0
2005-12-05,london,kensington,32271.5416666667,172,5.96687746047974,45.090934753418,15.3747539520264,8.82348155975342,1,0
2005-12-06,london,kensington,34841.1666666667,176,3.96977257728577,51.9327735900879,20.3629703521729,11.7354888916016,2,0
2005-12-07,london,kensington,44220,208,3.49355340003967,54.6214447021484,25.1516590118408,14.2834100723267,3,0
2005-12-08,london,kensington,40240.25,166,4.44641208648682,48.2783737182617,21.5523490905762,12.0630216598511,4,0
2005-12-09,london,kensington,43260.25,193,3.08738803863525,68.3619155883789,35.3912620544434,20.0488605499268,5,0
2005-12-10,london,kensington,42265.5833333333,182,3.88869333267212,61.1103439331055,39.8787689208984,22.4025592803955,6,0
2005-12-11,london,kensington,45099.625,183,3.19482350349426,56.0366668701172,45.3264846801758,26.4989643096924,7,0
2005-12-12,london,kensington,35686.375,173,4.05228424072266,47.3493881225586,31.6693668365479,15.3051891326904,1,0
2005-12-13,london,kensington,33414.8333333333,177,6.06088829040527,56.2111549377442,26.786153793335,13.2342958450317,2,0
2005-12-14,london,kensington,33566.25,201,5.79060888290405,54.4516639709473,24.303825378418,12.4589099884033,3,0
2005-12-15,london,kensington,32236.7083333333,224,8.12850475311279,47.215991973877,21.9353542327881,11.1318054199219,4,0
2005-12-16,london,kensington,21347.25,217,9.85488605499268,30.2195587158203,18.5449485778809,8.94723701477051,5,0
2005-12-17,london,kensington,24145.5,176,2.28513669967651,35.3522834777832,14.0681161880493,7.5617265701294,6,0
2005-12-18,london,kensington,38318.6666666667,172,1.74650406837463,46.544792175293,21.5864238739014,11.2032537460327,7,0
2005-12-19,london,kensington,44188.25,212,3.05579686164856,57.4829139709473,25.5568866729736,13.0283088684082,1,0
2005-12-20,london,kensington,49225.4583333333,191,3.01552891731262,72.8871536254883,38.0075607299805,18.2014408111572,2,0
2005-12-21,london,kensington,34369.3333333333,194,5.52531957626343,50.689323425293,23.7651786804199,12.9899597167969,3,0
2005-12-22,london,kensington,32392.375,187,7.99166107177734,44.5868377685547,22.0349960327148,11.6608419418335,4,0
2005-12-23,london,kensington,37553.4166666667,176,8.32377433776856,45.0275459289551,25.6971702575684,12.7467279434204,5,0
2005-12-24,london,kensington,28452.2083333333,184,8.48328304290772,45.8392677307129,26.1557655334473,13.2216739654541,6,0
2005-12-25,london,kensington,16103.75,185,4.28270149230957,30.0770225524902,18.5991344451904,10.1636619567871,7,0
2005-12-26,london,kensington,18897.5,211,3.28936076164246,27.5583229064941,12.6697244644165,7.15088558197022,1,1
2005-12-27,london,kensington,19509.875,183,0.98829197883606,22.4004974365234,7.82504510879517,5.90450572967529,2,1
2005-12-28,london,kensington,24601.2083333333,193,-0.186111107468605,34.3096122741699,16.4220790863037,9.26101589202881,3,0
2005-12-29,london,kensington,26718.875,192,0.681877255439758,42.773609161377,23.0307483673096,12.393835067749,4,0
2005-12-30,london,kensington,27243.0833333333,218,3.40703415870667,29.6912212371826,15.3349981307983,7.86093044281006,5,0
2005-12-31,london,kensington,28082.8333333333,208,5.12042760848999,25.6126346588135,14.0256881713867,7.40990781784058,6,0
2006-01-01,london,kensington,19571.5,173,5.54939651489258,29.0250682830811,13.9055280685425,8.53109741210938,7,0
2006-01-02,london,kensington,21776.875,181,6.21503639221191,44.3737602233887,24.8535194396973,14.094030380249,1,1
2006-01-03,london,kensington,,171,6.9364013671875,54.1574020385742,23.8967342376709,13.6876974105835,2,0
2006-01-04,london,kensington,,178,5.98653936386108,44.1129417419434,22.5948886871338,12.7133722305298,3,0
2006-01-05,london,kensington,34866.1666666667,183,2.75441884994507,45.6885681152344,27.1728229522705,14.9476795196533,4,0
2006-01-06,london,kensington,37100.6666666667,181,3.13279342651367,49.7819023132324,35.4544982910156,22.4401569366455,5,0
2006-01-07,london,kensington,36705.75,186,2.27315664291382,49.3501014709473,39.3716049194336,25.7398662567139,6,0
2006-01-08,london,kensington,25780.625,190,2.80638909339905,42.2941360473633,37.0657997131348,25.2367820739746,7,0
2006-01-09,london,kensington,40241.875,210,5.36406707763672,47.2572364807129,41.7346916198731,26.623327255249,1,0
2006-01-10,london,kensington,23060.5416666667,184,6.67505121231079,29.0414047241211,23.0237216949463,12.5720739364624,2,0
2006-01-11,london,kensington,36631.7916666667,194,8.38661193847656,49.3292541503906,24.3395385742188,12.7674427032471,3,0
2006-01-12,london,kensington,40497.9583333333,201,2.81825113296509,51.7936363220215,27.110164642334,14.5126438140869,4,0
2006-01-13,london,kensington,26526.125,195,5.01358413696289,36.9725227355957,23.8186931610107,13.0989170074463,5,0
2006-01-14,london,kensington,22008.875,179,7.49655961990356,31.4794979095459,30.5421333312988,16.4339866638184,6,0
2006-01-15,london,kensington,20765.5416666667,186,8.11153030395508,27.8129119873047,28.8777046203613,15.441819190979,7,0
2006-01-16,london,kensington,26950.2083333333,192,7.49989938735962,35.6180686950684,22.7372627258301,11.9244060516357,1,0
2006-01-17,london,kensington,32516.8333333333,202,7.41587018966675,43.6298904418945,16.8394680023193,8.90885353088379,2,0
2006-01-18,london,kensington,37810.0833333333,178,8.74633121490479,54.4854125976563,20.6099472045898,10.8287658691406,3,0
2006-01-19,london,kensington,29609.8333333333,191,9.49684619903564,38.5688514709473,20.7153396606445,10.5933094024658,4,0
2006-01-20,london,kensington,26286.2083333333,174,9.15949249267578,30.8456840515137,15.7720575332642,7.60626411437988,5,0
2006-01-21,london,kensington,42840.7083333333,205,6.3430233001709,47.1954689025879,24.801061630249,11.6650905609131,6,0
2006-01-22,london,kensington,36804.375,175,2.50133419036865,46.588264465332,27.8857040405273,14.5575284957886,7,0
2006-01-23,london,kensington,35190.625,181,1.54001915454865,46.6741676330566,48.062614440918,29.0556926727295,1,0
2006-01-24,london,kensington,52933.7083333333,171,0.404325425624847,73.4042358398438,59.8333244323731,34.9389152526856,2,0
2006-01-25,london,kensington,34726.875,207,1.35745763778687,56.2866516113281,40.6639251708984,23.1830577850342,3,0
2006-01-26,london,kensington,24289.9583333333,179,2.7980809211731,29.6190280914307,22.1416053771973,9.60052967071533,4,0
2006-01-27,london,kensington,25998.5,184,2.66506147384644,34.1805419921875,18.6625671386719,8.71543502807617,5,0
2006-01-28,london,kensington,21381.8333333333,189,2.8093581199646,30.124340057373,36.8827438354492,19.6523017883301,6,0
2006-01-29,london,kensington,20779.125,215,3.08767199516296,24.566089630127,20.8912487030029,11.1238393783569,7,0
2006-01-30,london,kensington,28945.5,190,3.65134143829346,33.1662216186523,20.0815296173096,10.3360242843628,1,0
2006-01-31,london,kensington,34912.875,200,4.79502201080322,48.0599174499512,26.5652084350586,13.5644416809082,2,0
2006-02-01,london,kensington,24625.75,192,1.25124764442444,73.0769500732422,49.8098945617676,30.0949535369873,3,0
2006-02-02,london,kensington,24614.7083333333,185,-0.689153730869293,65.8779678344727,49.2106323242188,30.0545845031738,4,0
2006-02-03,london,kensington,37337.9583333333,190,0.480438470840454,66.9620208740234,52.0263900756836,32.6109962463379,5,0
2006-02-04,london,kensington,35406.0833333333,203,1.99370574951172,59.9131889343262,45.5874671936035,29.4107418060303,6,0
2006-02-05,london,kensington,31181.4166666667,172,4.43987655639648,55.411434173584,47.1567726135254,30.7339611053467,7,0
2006-02-06,london,kensington,23722.2083333333,196,5.14604139328003,47.0773849487305,40.7038726806641,24.5747852325439,1,0
2006-02-07,london,kensington,27528.25,186,6.86816072463989,36.9417419433594,23.4775772094727,11.3612289428711,2,0
2006-02-08,london,kensington,25450.1666666667,186,6.39675569534302,38.3144111633301,18.6642093658447,9.05468368530273,3,0
2006-02-09,london,kensington,31243.8333333333,167,3.49418258666992,45.9511222839356,21.1922569274902,10.0311441421509,4,0
2006-02-10,london,kensington,42993.625,191,2.42383694648743,66.4982757568359,28.7805728912354,13.5390958786011,5,0
2006-02-11,london,kensington,39122.875,179,2.74713015556335,65.4987869262695,38.3970069885254,19.0993614196777,6,0
2006-02-12,london,kensington,20785.5416666667,197,4.81146621704102,33.1837043762207,18.1988887786865,9.60604095458984,7,0
2006-02-13,london,kensington,27604.5416666667,202,7.85164976119995,45.4581604003906,25.4424114227295,12.3301610946655,1,0
2006-02-14,london,kensington,22978.5416666667,214,8.72677230834961,33.2898635864258,26.9929599761963,12.8479881286621,2,0
2006-02-15,london,kensington,25964.4166666667,206,8.95408153533936,27.4849128723145,21.126651763916,9.93144702911377,3,0
2006-02-16,london,kensington,26672.875,209,7.13896894454956,31.6669692993164,16.2524757385254,8.12064933776856,4,0
2006-02-17,london,kensington,27389.25,159,7.43564367294312,44.7037086486816,19.7519550323486,9.79017353057861,5,0
2006-02-18,london,kensington,38588.5833333333,189,3.89330220222473,55.4806861877442,23.9502964019775,12.1944637298584,6,0
2006-02-19,london,kensington,20684.3333333333,191,4.2300386428833,33.015064239502,25.6634044647217,14.098952293396,7,0
