"date","area","site","ufp"
2002-06-15,"wmid","birmcen",NA
2002-06-16,"wmid","birmcen",NA
2002-06-17,"wmid","birmcen",NA
2002-06-18,"wmid","birmcen",NA
2002-06-19,"wmid","birmcen",12150.7731573034
2002-06-20,"wmid","birmcen",16508.7036021505
2002-06-21,"wmid","birmcen",12635.8857553191
2002-06-22,"wmid","birmcen",9711.67867857143
2002-06-23,"wmid","birmcen",6690.8298961039
2002-06-24,"wmid","birmcen",9547.25039772727
2002-06-25,"wmid","birmcen",14616.3843670886
2002-06-26,"wmid","birmcen",11990.5452916667
2002-06-27,"wmid","birmcen",14135.8211052632
2002-06-28,"wmid","birmcen",15033.76884375
2002-06-29,"wmid","birmcen",7537.62051041667
2002-06-30,"wmid","birmcen",6581.33846835443
2002-07-01,"wmid","birmcen",14293.5610263158
2002-07-02,"wmid","birmcen",12425.0082528736
2002-07-03,"wmid","birmcen",12566.725287234
2002-07-04,"wmid","birmcen",12209.0830315789
2002-07-05,"wmid","birmcen",11879.1769759036
2002-07-06,"wmid","birmcen",11573.6733846154
2002-07-07,"wmid","birmcen",9564.55498850575
2002-07-08,"wmid","birmcen",15256.3297594937
2002-07-09,"wmid","birmcen",15934.6816875
2002-07-10,"wmid","birmcen",13072.8698958333
2002-07-11,"wmid","birmcen",13298.0264065934
2002-07-12,"wmid","birmcen",16397.0935957447
2002-07-13,"wmid","birmcen",20460.9786315789
2002-07-14,"wmid","birmcen",15548.25178125
2002-07-15,"wmid","birmcen",14433.7373977273
2002-07-16,"wmid","birmcen",13595.3151458333
2002-07-17,"wmid","birmcen",15248.6746354167
2002-07-18,"wmid","birmcen",19311.215
2002-07-19,"wmid","birmcen",16088.4449891304
2002-07-20,"wmid","birmcen",9517.49067708333
2002-07-21,"wmid","birmcen",11365.6771276596
2002-07-22,"wmid","birmcen",11043.0993191489
2002-07-23,"wmid","birmcen",11122.7752738095
2002-07-24,"wmid","birmcen",14446.6222659574
2002-07-25,"wmid","birmcen",8661.1926875
2002-07-26,"wmid","birmcen",10996.9666235294
2002-07-27,"wmid","birmcen",9232.19979166667
2002-07-28,"wmid","birmcen",8788.69955319149
2002-07-29,"wmid","birmcen",12204.8480833333
2002-07-30,"wmid","birmcen",9820.74592391304
2002-07-31,"wmid","birmcen",9686.11383333333
2002-08-01,"wmid","birmcen",13518.8625977011
2002-08-02,"wmid","birmcen",16193.8323854167
2002-08-03,"wmid","birmcen",13912.68975
2002-08-04,"wmid","birmcen",9977.85739583333
2002-08-05,"wmid","birmcen",10596.3179263158
2002-08-06,"wmid","birmcen",12656.1842043011
2002-08-07,"wmid","birmcen",11610.224125
2002-08-08,"wmid","birmcen",13177.5115416667
2002-08-09,"wmid","birmcen",7629.91134408602
2002-08-10,"wmid","birmcen",8357.74333333333
2002-08-11,"wmid","birmcen",10582.2556666667
2002-08-12,"wmid","birmcen",9273.23517708333
2002-08-13,"wmid","birmcen",8849.86060416667
2002-08-14,"wmid","birmcen",12191.9918085106
2002-08-15,"wmid","birmcen",15625.3128645833
2002-08-16,"wmid","birmcen",8850.99392708333
2002-08-17,"wmid","birmcen",7877.79867368421
2002-08-18,"wmid","birmcen",9450.67431460674
2002-08-19,"wmid","birmcen",NA
2002-08-20,"wmid","birmcen",NA
2002-08-21,"wmid","birmcen",NA
2002-08-22,"wmid","birmcen",NA
2002-08-23,"wmid","birmcen",NA
2002-08-24,"wmid","birmcen",NA
2002-08-25,"wmid","birmcen",NA
2002-08-26,"wmid","birmcen",NA
2002-08-27,"wmid","birmcen",NA
2002-08-28,"wmid","birmcen",NA
2002-08-29,"wmid","birmcen",9816.28131111111
2002-08-30,"wmid","birmcen",7837.03888421053
2002-08-31,"wmid","birmcen",10333.8299157895
2002-09-01,"wmid","birmcen",10255.3111979167
2002-09-02,"wmid","birmcen",15564.6433229167
2002-09-03,"wmid","birmcen",13201.71734375
2002-09-04,"wmid","birmcen",10572.3640833333
2002-09-05,"wmid","birmcen",8510.2166875
2002-09-06,"wmid","birmcen",10626.4085
2002-09-07,"wmid","birmcen",17933.543
2002-09-08,"wmid","birmcen",12782.4795
2002-09-09,"wmid","birmcen",14660.0432659574
2002-09-10,"wmid","birmcen",11558.4297052632
2002-09-11,"wmid","birmcen",16192.7285647059
2002-09-12,"wmid","birmcen",11821.52303125
2002-09-13,"wmid","birmcen",10906.7212083333
2002-09-14,"wmid","birmcen",8253.35664210526
2002-09-15,"wmid","birmcen",NA
2002-09-16,"wmid","birmcen",11018.4429375
2002-09-17,"wmid","birmcen",13399.9893020833
2002-09-18,"wmid","birmcen",14637.22453125
2002-09-19,"wmid","birmcen",15267.8039375
2002-09-20,"wmid","birmcen",17058.5804166667
2002-09-21,"wmid","birmcen",12439.7849791667
2002-09-22,"wmid","birmcen",10047.6228125
2002-09-23,"wmid","birmcen",20153.6522210526
2002-09-24,"wmid","birmcen",15870.931106383
2002-09-25,"wmid","birmcen",13456.9221666667
2002-09-26,"wmid","birmcen",13143.4510212766
2002-09-27,"wmid","birmcen",14343.7460208333
2002-09-28,"wmid","birmcen",17184.2018210526
2002-09-29,"wmid","birmcen",11069.4100208333
2002-09-30,"wmid","birmcen",17383.1982736842
2002-10-01,"wmid","birmcen",16894.296172043
2002-10-02,"wmid","birmcen",14538.0217021277
2002-10-03,"wmid","birmcen",13819.9102087912
2002-10-04,"wmid","birmcen",15885.2338105263
2002-10-05,"wmid","birmcen",8932.2618255814
2002-10-06,"wmid","birmcen",13416.2073950617
2002-10-07,"wmid","birmcen",12562.2376354167
2002-10-08,"wmid","birmcen",18787.2558085106
2002-10-09,"wmid","birmcen",21496.7019891304
2002-10-10,"wmid","birmcen",19161.5788541667
2002-10-11,"wmid","birmcen",25720.6798351648
2002-10-12,"wmid","birmcen",18013.860106383
2002-10-13,"wmid","birmcen",19680.6690777778
2002-10-14,"wmid","birmcen",20631.1571505376
2002-10-15,"wmid","birmcen",16150.2649479167
2002-10-16,"wmid","birmcen",22061.9189390244
2002-10-17,"wmid","birmcen",21550.83725
2002-10-18,"wmid","birmcen",19614.3833666667
2002-10-19,"wmid","birmcen",22859.6311956522
2002-10-20,"wmid","birmcen",19281.2703076923
2002-10-21,"wmid","birmcen",NA
2002-10-22,"wmid","birmcen",NA
2002-10-23,"wmid","birmcen",NA
2002-10-24,"wmid","birmcen",NA
2002-10-25,"wmid","birmcen",NA
2002-10-26,"wmid","birmcen",NA
2002-10-27,"wmid","birmcen",NA
2002-10-28,"wmid","birmcen",15616.6658131868
2002-10-29,"wmid","birmcen",17742.8759404762
2002-10-30,"wmid","birmcen",15439.6847272727
2002-10-31,"wmid","birmcen",NA
2002-11-01,"wmid","birmcen",NA
2002-11-02,"wmid","birmcen",NA
2002-11-03,"wmid","birmcen",NA
2002-11-04,"wmid","birmcen",NA
2002-11-05,"wmid","birmcen",NA
2002-11-06,"wmid","birmcen",NA
2002-11-07,"wmid","birmcen",NA
2002-11-08,"wmid","birmcen",17217.0966979167
2002-11-09,"wmid","birmcen",22560.9828131868
2002-11-10,"wmid","birmcen",NA
2002-11-11,"wmid","birmcen",NA
2002-11-12,"wmid","birmcen",NA
2002-11-13,"wmid","birmcen",NA
2002-11-14,"wmid","birmcen",NA
2002-11-15,"wmid","birmcen",NA
2002-11-16,"wmid","birmcen",NA
2002-11-17,"wmid","birmcen",NA
2002-11-18,"wmid","birmcen",NA
2002-11-19,"wmid","birmcen",NA
2002-11-20,"wmid","birmcen",17628.3724358974
2002-11-21,"wmid","birmcen",16431.5825517241
2002-11-22,"wmid","birmcen",NA
2002-11-23,"wmid","birmcen",NA
2002-11-24,"wmid","birmcen",NA
2002-11-25,"wmid","birmcen",NA
2002-11-26,"wmid","birmcen",NA
2002-11-27,"wmid","birmcen",NA
2002-11-28,"wmid","birmcen",NA
2002-11-29,"wmid","birmcen",NA
2002-11-30,"wmid","birmcen",NA
2002-12-01,"wmid","birmcen",NA
2002-12-02,"wmid","birmcen",NA
2002-12-03,"wmid","birmcen",NA
2002-12-04,"wmid","birmcen",NA
2002-12-05,"wmid","birmcen",NA
2002-12-06,"wmid","birmcen",NA
2002-12-07,"wmid","birmcen",NA
2002-12-08,"wmid","birmcen",NA
2002-12-09,"wmid","birmcen",NA
2002-12-10,"wmid","birmcen",NA
2002-12-11,"wmid","birmcen",NA
2002-12-12,"wmid","birmcen",NA
2002-12-13,"wmid","birmcen",NA
2002-12-14,"wmid","birmcen",NA
2002-12-15,"wmid","birmcen",NA
2002-12-16,"wmid","birmcen",NA
2002-12-17,"wmid","birmcen",NA
2002-12-18,"wmid","birmcen",23113.5081666667
2002-12-19,"wmid","birmcen",NA
2002-12-20,"wmid","birmcen",NA
2002-12-21,"wmid","birmcen",NA
2002-12-22,"wmid","birmcen",NA
2002-12-23,"wmid","birmcen",NA
2002-12-24,"wmid","birmcen",NA
2002-12-25,"wmid","birmcen",NA
2002-12-26,"wmid","birmcen",NA
2002-12-27,"wmid","birmcen",NA
2002-12-28,"wmid","birmcen",NA
2002-12-29,"wmid","birmcen",NA
2002-12-30,"wmid","birmcen",NA
2002-12-31,"wmid","birmcen",NA
2003-01-01,"wmid","birmcen",NA
2003-01-02,"wmid","birmcen",NA
2003-01-03,"wmid","birmcen",NA
2003-01-04,"wmid","birmcen",NA
2003-01-05,"wmid","birmcen",NA
2003-01-06,"wmid","birmcen",NA
2003-01-07,"wmid","birmcen",NA
2003-01-08,"wmid","birmcen",NA
2003-01-09,"wmid","birmcen",NA
2003-01-10,"wmid","birmcen",NA
2003-01-11,"wmid","birmcen",NA
2003-01-12,"wmid","birmcen",NA
2003-01-13,"wmid","birmcen",NA
2003-01-14,"wmid","birmcen",NA
2003-01-15,"wmid","birmcen",20452.7348023256
2003-01-16,"wmid","birmcen",NA
2003-01-17,"wmid","birmcen",NA
2003-01-18,"wmid","birmcen",NA
2003-01-19,"wmid","birmcen",NA
2003-01-20,"wmid","birmcen",NA
2003-01-21,"wmid","birmcen",NA
2003-01-22,"wmid","birmcen",NA
2003-01-23,"wmid","birmcen",NA
2003-01-24,"wmid","birmcen",NA
2003-01-25,"wmid","birmcen",NA
2003-01-26,"wmid","birmcen",NA
2003-01-27,"wmid","birmcen",NA
2003-01-28,"wmid","birmcen",NA
2003-01-29,"wmid","birmcen",18825.8077073171
2003-01-30,"wmid","birmcen",17525.5401145833
2003-01-31,"wmid","birmcen",23660.668825
2003-02-01,"wmid","birmcen",15135.18784375
2003-02-02,"wmid","birmcen",8788.29158333333
2003-02-03,"wmid","birmcen",14357.2365833333
2003-02-04,"wmid","birmcen",17767.8844255319
2003-02-05,"wmid","birmcen",NA
2003-02-06,"wmid","birmcen",23683.4308235294
2003-02-07,"wmid","birmcen",19035.5977340426
2003-02-08,"wmid","birmcen",16238.09778125
2003-02-09,"wmid","birmcen",11209.8685365854
2003-02-10,"wmid","birmcen",19880.5123563218
2003-02-11,"wmid","birmcen",19484.8708666667
2003-02-12,"wmid","birmcen",19098.7830326087
2003-02-13,"wmid","birmcen",NA
2003-02-14,"wmid","birmcen",NA
2003-02-15,"wmid","birmcen",23980.9538823529
2003-02-16,"wmid","birmcen",18720.0094891304
2003-02-17,"wmid","birmcen",NA
2003-02-18,"wmid","birmcen",NA
2003-02-19,"wmid","birmcen",NA
2003-02-20,"wmid","birmcen",NA
2003-02-21,"wmid","birmcen",24727.2490909091
2003-02-22,"wmid","birmcen",28871.8102469136
2003-02-23,"wmid","birmcen",17216.1244526316
2003-02-24,"wmid","birmcen",NA
2003-02-25,"wmid","birmcen",NA
2003-02-26,"wmid","birmcen",NA
2003-02-27,"wmid","birmcen",23758.8098684211
2003-02-28,"wmid","birmcen",14769.2777368421
2003-03-01,"wmid","birmcen",13358.3005208333
2003-03-02,"wmid","birmcen",14581.4650235294
2003-03-03,"wmid","birmcen",20341.9848888889
2003-03-04,"wmid","birmcen",12992.617172043
2003-03-05,"wmid","birmcen",18342.946308642
2003-03-06,"wmid","birmcen",16265.7819545455
2003-03-07,"wmid","birmcen",15462.9716808511
2003-03-08,"wmid","birmcen",NA
2003-03-09,"wmid","birmcen",6681.57859210526
2003-03-10,"wmid","birmcen",13043.5396588235
2003-03-11,"wmid","birmcen",10012.2055
2003-03-12,"wmid","birmcen",19485.1294883721
2003-03-13,"wmid","birmcen",23885.8698817204
2003-03-14,"wmid","birmcen",25814.023
2003-03-15,"wmid","birmcen",26580.5939361702
2003-03-16,"wmid","birmcen",NA
2003-03-17,"wmid","birmcen",NA
2003-03-18,"wmid","birmcen",20603.1261153846
2003-03-19,"wmid","birmcen",24509.1065060241
2003-03-20,"wmid","birmcen",21059.2942352941
2003-03-21,"wmid","birmcen",20769.4689047619
2003-03-22,"wmid","birmcen",25852.0111481481
2003-03-23,"wmid","birmcen",21346.3552747253
2003-03-24,"wmid","birmcen",16763.9951145833
2003-03-25,"wmid","birmcen",16446.4257916667
2003-03-26,"wmid","birmcen",23731.0654117647
2003-03-27,"wmid","birmcen",23795.8309782609
2003-03-28,"wmid","birmcen",22370.3960416667
2003-03-29,"wmid","birmcen",18350.765
2003-03-30,"wmid","birmcen",15976.5991979167
2003-03-31,"wmid","birmcen",18837.4623655914
2003-04-01,"wmid","birmcen",12909.4059468085
2003-04-02,"wmid","birmcen",16262.5610947368
2003-04-03,"wmid","birmcen",14008.1818105263
2003-04-04,"wmid","birmcen",16378.9083854167
2003-04-05,"wmid","birmcen",12729.5033645833
2003-04-06,"wmid","birmcen",21597.1549411765
2003-04-07,"wmid","birmcen",22689.6143953488
2003-04-08,"wmid","birmcen",21297.5931818182
2003-04-09,"wmid","birmcen",22734.0307608696
2003-04-10,"wmid","birmcen",21719.1707446809
2003-04-11,"wmid","birmcen",18356.3407578947
2003-04-12,"wmid","birmcen",18232.34875
2003-04-13,"wmid","birmcen",26638.4458554217
2003-04-14,"wmid","birmcen",23683.0763291139
2003-04-15,"wmid","birmcen",22191.5862650602
2003-04-16,"wmid","birmcen",11098.8848645833
2003-04-17,"wmid","birmcen",13280.9776
2003-04-18,"wmid","birmcen",NA
2003-04-19,"wmid","birmcen",NA
2003-04-20,"wmid","birmcen",NA
2003-04-21,"wmid","birmcen",NA
2003-04-22,"wmid","birmcen",NA
2003-04-23,"wmid","birmcen",NA
2003-04-24,"wmid","birmcen",NA
2003-04-25,"wmid","birmcen",NA
2003-04-26,"wmid","birmcen",NA
2003-04-27,"wmid","birmcen",NA
2003-04-28,"wmid","birmcen",NA
2003-04-29,"wmid","birmcen",NA
2003-04-30,"wmid","birmcen",13963.8324395604
2003-05-01,"wmid","birmcen",14983.4535625
2003-05-02,"wmid","birmcen",14499.0881797753
2003-05-03,"wmid","birmcen",10933.0171894737
2003-05-04,"wmid","birmcen",9633.24190322581
2003-05-05,"wmid","birmcen",8275.59321621622
2003-05-06,"wmid","birmcen",12455.4720813953
2003-05-07,"wmid","birmcen",12942.8206979167
2003-05-08,"wmid","birmcen",NA
2003-05-09,"wmid","birmcen",12558.3452395833
2003-05-10,"wmid","birmcen",11627.9655957447
2003-05-11,"wmid","birmcen",10610.2748541667
2003-05-12,"wmid","birmcen",11431.3425348837
2003-05-13,"wmid","birmcen",13328.072
2003-05-14,"wmid","birmcen",16155.2513020833
2003-05-15,"wmid","birmcen",18150.7875625
2003-05-16,"wmid","birmcen",16768.6862604167
2003-05-17,"wmid","birmcen",9922.90745833333
2003-05-18,"wmid","birmcen",8176.50493258427
2003-05-19,"wmid","birmcen",12982.6080909091
2003-05-20,"wmid","birmcen",NA
2003-05-21,"wmid","birmcen",13286.2521578947
2003-05-22,"wmid","birmcen",11910.3168783784
2003-05-23,"wmid","birmcen",12509.0979605263
2003-05-24,"wmid","birmcen",12093.4807419355
2003-05-25,"wmid","birmcen",11133.5386483516
2003-05-26,"wmid","birmcen",10243.1225729167
2003-05-27,"wmid","birmcen",10764.0494270833
2003-05-28,"wmid","birmcen",13474.08425
2003-05-29,"wmid","birmcen",16428.3724895833
2003-05-30,"wmid","birmcen",18374.1551770833
2003-05-31,"wmid","birmcen",13379.3689270833
2003-06-01,"wmid","birmcen",6870.79971910112
2003-06-02,"wmid","birmcen",NA
2003-06-03,"wmid","birmcen",NA
2003-06-04,"wmid","birmcen",NA
2003-06-05,"wmid","birmcen",NA
2003-06-06,"wmid","birmcen",NA
2003-06-07,"wmid","birmcen",NA
2003-06-08,"wmid","birmcen",NA
2003-06-09,"wmid","birmcen",NA
2003-06-10,"wmid","birmcen",NA
2003-06-11,"wmid","birmcen",NA
2003-06-12,"wmid","birmcen",10264.5832708333
2003-06-13,"wmid","birmcen",19114.5195632184
2003-06-14,"wmid","birmcen",19412.4285416667
2003-06-15,"wmid","birmcen",10129.7086770833
2003-06-16,"wmid","birmcen",14375.2778645833
2003-06-17,"wmid","birmcen",NA
2003-06-18,"wmid","birmcen",NA
2003-06-19,"wmid","birmcen",NA
2003-06-20,"wmid","birmcen",NA
2003-06-21,"wmid","birmcen",NA
2003-06-22,"wmid","birmcen",NA
2003-06-23,"wmid","birmcen",NA
2003-06-24,"wmid","birmcen",NA
2003-06-25,"wmid","birmcen",NA
2003-06-26,"wmid","birmcen",NA
2003-06-27,"wmid","birmcen",NA
2003-06-28,"wmid","birmcen",NA
2003-06-29,"wmid","birmcen",NA
2003-06-30,"wmid","birmcen",NA
2003-07-01,"wmid","birmcen",NA
2003-07-02,"wmid","birmcen",11501.4744583333
2003-07-03,"wmid","birmcen",10101.2734479167
2003-07-04,"wmid","birmcen",8942.84730208333
2003-07-05,"wmid","birmcen",8826.31642708333
2003-07-06,"wmid","birmcen",10310.3497741935
2003-07-07,"wmid","birmcen",10230.4147096774
2003-07-08,"wmid","birmcen",8814.38540625
2003-07-09,"wmid","birmcen",10339.1807291667
2003-07-10,"wmid","birmcen",8903.39355319149
2003-07-11,"wmid","birmcen",12147.8538181818
2003-07-12,"wmid","birmcen",12957.6014583333
2003-07-13,"wmid","birmcen",15689.9467473684
2003-07-14,"wmid","birmcen",18672.1369270833
2003-07-15,"wmid","birmcen",17307.4255652174
2003-07-16,"wmid","birmcen",13195.7004375
2003-07-17,"wmid","birmcen",9338.65593684211
2003-07-18,"wmid","birmcen",10076.1798846154
2003-07-19,"wmid","birmcen",7882.5565625
2003-07-20,"wmid","birmcen",6637.14397530864
2003-07-21,"wmid","birmcen",9871.38629333333
2003-07-22,"wmid","birmcen",7526.18647916667
2003-07-23,"wmid","birmcen",7894.20056842105
2003-07-24,"wmid","birmcen",11608.6879270833
2003-07-25,"wmid","birmcen",12794.8359791667
2003-07-26,"wmid","birmcen",15854.40090625
2003-07-27,"wmid","birmcen",7273.91667021277
2003-07-28,"wmid","birmcen",16156.3025833333
2003-07-29,"wmid","birmcen",9763.65112328767
2003-07-30,"wmid","birmcen",9204.18711538462
2003-07-31,"wmid","birmcen",13052.3779583333
2003-08-01,"wmid","birmcen",9260.02538709677
2003-08-02,"wmid","birmcen",10201.2645684211
2003-08-03,"wmid","birmcen",16046.99603125
2003-08-04,"wmid","birmcen",17503.20453125
2003-08-05,"wmid","birmcen",18155.76240625
2003-08-06,"wmid","birmcen",12954.6952604167
2003-08-07,"wmid","birmcen",8067.63090625
2003-08-08,"wmid","birmcen",11204.2752291667
2003-08-09,"wmid","birmcen",11815.4229270833
2003-08-10,"wmid","birmcen",9144.49726041667
2003-08-11,"wmid","birmcen",11707.9115520833
2003-08-12,"wmid","birmcen",9761.31817894737
2003-08-13,"wmid","birmcen",12104.0856842105
2003-08-14,"wmid","birmcen",11400.1966354167
2003-08-15,"wmid","birmcen",13002.4438645833
2003-08-16,"wmid","birmcen",14766.885688172
2003-08-17,"wmid","birmcen",NA
2003-08-18,"wmid","birmcen",NA
2003-08-19,"wmid","birmcen",NA
2003-08-20,"wmid","birmcen",NA
2003-08-21,"wmid","birmcen",NA
2003-08-22,"wmid","birmcen",NA
2003-08-23,"wmid","birmcen",10208.335875
2003-08-24,"wmid","birmcen",8726.20073958333
2003-08-25,"wmid","birmcen",9569.55808333333
2003-08-26,"wmid","birmcen",12958.8565416667
2003-08-27,"wmid","birmcen",NA
2003-08-28,"wmid","birmcen",17758.3411710526
2003-08-29,"wmid","birmcen",15657.2379892473
2003-08-30,"wmid","birmcen",12415.6136808511
2003-08-31,"wmid","birmcen",14776.2233578947
2003-09-01,"wmid","birmcen",17091.5747831325
2003-09-02,"wmid","birmcen",14420.3829166667
2003-09-03,"wmid","birmcen",14475.2880104167
2003-09-04,"wmid","birmcen",NA
2003-09-05,"wmid","birmcen",16938.6984285714
2003-09-06,"wmid","birmcen",12690.3687826087
2003-09-07,"wmid","birmcen",NA
2003-09-08,"wmid","birmcen",13268.6385416667
2003-09-09,"wmid","birmcen",14552.2267840909
2003-09-10,"wmid","birmcen",14146.8139195402
2003-09-11,"wmid","birmcen",12633.6678229167
2003-09-12,"wmid","birmcen",19848.3383263158
2003-09-13,"wmid","birmcen",NA
2003-09-14,"wmid","birmcen",NA
2003-09-15,"wmid","birmcen",17798.1801979167
2003-09-16,"wmid","birmcen",16915.1731666667
2003-09-17,"wmid","birmcen",13148.3588020833
2003-09-18,"wmid","birmcen",10541.5800729167
2003-09-19,"wmid","birmcen",9687.66828421053
2003-09-20,"wmid","birmcen",8252.81589583333
2003-09-21,"wmid","birmcen",8267.358375
2003-09-22,"wmid","birmcen",NA
2003-09-23,"wmid","birmcen",NA
2003-09-24,"wmid","birmcen",NA
2003-09-25,"wmid","birmcen",NA
2003-09-26,"wmid","birmcen",NA
2003-09-27,"wmid","birmcen",NA
2003-09-28,"wmid","birmcen",NA
2003-09-29,"wmid","birmcen",NA
2003-09-30,"wmid","birmcen",NA
2003-10-01,"wmid","birmcen",NA
2003-10-02,"wmid","birmcen",NA
2003-10-03,"wmid","birmcen",NA
2003-10-04,"wmid","birmcen",NA
2003-10-05,"wmid","birmcen",NA
2003-10-06,"wmid","birmcen",NA
2003-10-07,"wmid","birmcen",NA
2003-10-08,"wmid","birmcen",NA
2003-10-09,"wmid","birmcen",NA
2003-10-10,"wmid","birmcen",NA
2003-10-11,"wmid","birmcen",NA
2003-10-12,"wmid","birmcen",NA
2003-10-13,"wmid","birmcen",NA
2003-10-14,"wmid","birmcen",NA
2003-10-15,"wmid","birmcen",NA
2003-10-16,"wmid","birmcen",NA
2003-10-17,"wmid","birmcen",NA
2003-10-18,"wmid","birmcen",NA
2003-10-19,"wmid","birmcen",NA
2003-10-20,"wmid","birmcen",NA
2003-10-21,"wmid","birmcen",NA
2003-10-22,"wmid","birmcen",NA
2003-10-23,"wmid","birmcen",NA
2003-10-24,"wmid","birmcen",NA
2003-10-25,"wmid","birmcen",NA
2003-10-26,"wmid","birmcen",NA
2003-10-27,"wmid","birmcen",NA
2003-10-28,"wmid","birmcen",NA
2003-10-29,"wmid","birmcen",NA
2003-10-30,"wmid","birmcen",NA
2003-10-31,"wmid","birmcen",NA
2003-11-01,"wmid","birmcen",NA
2003-11-02,"wmid","birmcen",NA
2003-11-03,"wmid","birmcen",NA
2003-11-04,"wmid","birmcen",NA
2003-11-05,"wmid","birmcen",NA
2003-11-06,"wmid","birmcen",NA
2003-11-07,"wmid","birmcen",NA
2003-11-08,"wmid","birmcen",NA
2003-11-09,"wmid","birmcen",NA
2003-11-10,"wmid","birmcen",NA
2003-11-11,"wmid","birmcen",NA
2003-11-12,"wmid","birmcen",NA
2003-11-13,"wmid","birmcen",NA
2003-11-14,"wmid","birmcen",NA
2003-11-15,"wmid","birmcen",NA
2003-11-16,"wmid","birmcen",NA
2003-11-17,"wmid","birmcen",NA
2003-11-18,"wmid","birmcen",NA
2003-11-19,"wmid","birmcen",NA
2003-11-20,"wmid","birmcen",NA
2003-11-21,"wmid","birmcen",NA
2003-11-22,"wmid","birmcen",NA
2003-11-23,"wmid","birmcen",NA
2003-11-24,"wmid","birmcen",NA
2003-11-25,"wmid","birmcen",NA
2003-11-26,"wmid","birmcen",NA
2003-11-27,"wmid","birmcen",NA
2003-11-28,"wmid","birmcen",NA
2003-11-29,"wmid","birmcen",NA
2003-11-30,"wmid","birmcen",NA
2003-12-01,"wmid","birmcen",NA
2003-12-02,"wmid","birmcen",NA
2003-12-03,"wmid","birmcen",NA
2003-12-04,"wmid","birmcen",NA
2003-12-05,"wmid","birmcen",NA
2003-12-06,"wmid","birmcen",NA
2003-12-07,"wmid","birmcen",NA
2003-12-08,"wmid","birmcen",NA
2003-12-09,"wmid","birmcen",NA
2003-12-10,"wmid","birmcen",NA
2003-12-11,"wmid","birmcen",NA
2003-12-12,"wmid","birmcen",NA
2003-12-13,"wmid","birmcen",NA
2003-12-14,"wmid","birmcen",NA
2003-12-15,"wmid","birmcen",NA
2003-12-16,"wmid","birmcen",NA
2003-12-17,"wmid","birmcen",NA
2003-12-18,"wmid","birmcen",NA
2003-12-19,"wmid","birmcen",NA
2003-12-20,"wmid","birmcen",NA
2003-12-21,"wmid","birmcen",NA
2003-12-22,"wmid","birmcen",NA
2003-12-23,"wmid","birmcen",NA
2003-12-24,"wmid","birmcen",NA
2003-12-25,"wmid","birmcen",NA
2003-12-26,"wmid","birmcen",NA
2003-12-27,"wmid","birmcen",NA
2003-12-28,"wmid","birmcen",NA
2003-12-29,"wmid","birmcen",NA
2003-12-30,"wmid","birmcen",NA
2003-12-31,"wmid","birmcen",NA
2004-01-01,"wmid","birmcen",NA
2004-01-02,"wmid","birmcen",NA
2004-01-03,"wmid","birmcen",NA
2004-01-04,"wmid","birmcen",NA
2004-01-05,"wmid","birmcen",NA
2004-01-06,"wmid","birmcen",NA
2004-01-07,"wmid","birmcen",NA
2004-01-08,"wmid","birmcen",NA
2004-01-09,"wmid","birmcen",NA
2004-01-10,"wmid","birmcen",NA
2004-01-11,"wmid","birmcen",NA
2004-01-12,"wmid","birmcen",NA
2004-01-13,"wmid","birmcen",NA
2004-01-14,"wmid","birmcen",NA
2004-01-15,"wmid","birmcen",NA
2004-01-16,"wmid","birmcen",22889.8846477273
2004-01-17,"wmid","birmcen",20595.2121923077
2004-01-18,"wmid","birmcen",11996.7634166667
2004-01-19,"wmid","birmcen",15748.9578333333
2004-01-20,"wmid","birmcen",18780.0458958333
2004-01-21,"wmid","birmcen",19410.4990416667
2004-01-22,"wmid","birmcen",15790.5074680851
2004-01-23,"wmid","birmcen",13704.87259375
2004-01-24,"wmid","birmcen",18719.7674204545
2004-01-25,"wmid","birmcen",23264.766097561
2004-01-26,"wmid","birmcen",NA
2004-01-27,"wmid","birmcen",NA
2004-01-28,"wmid","birmcen",16140.7105806452
2004-01-29,"wmid","birmcen",20762.5128139535
2004-01-30,"wmid","birmcen",21671.6502613636
2004-01-31,"wmid","birmcen",17233.6800568182
2004-02-01,"wmid","birmcen",15237.706516129
2004-02-02,"wmid","birmcen",16886.5527307692
2004-02-03,"wmid","birmcen",NA
2004-02-04,"wmid","birmcen",NA
2004-02-05,"wmid","birmcen",NA
2004-02-06,"wmid","birmcen",17932.4121780822
2004-02-07,"wmid","birmcen",12097.3967368421
2004-02-08,"wmid","birmcen",10514.9833625
2004-02-09,"wmid","birmcen",25199.8804054054
2004-02-10,"wmid","birmcen",14977.5350666667
2004-02-11,"wmid","birmcen",23115.8429789474
2004-02-12,"wmid","birmcen",22539.2315434783
2004-02-13,"wmid","birmcen",18896.9602926829
2004-02-14,"wmid","birmcen",17745.155655914
2004-02-15,"wmid","birmcen",22790.6048631579
2004-02-16,"wmid","birmcen",25245.4175581395
2004-02-17,"wmid","birmcen",NA
2004-02-18,"wmid","birmcen",28188.3657692308
2004-02-19,"wmid","birmcen",30615.0208860759
2004-02-20,"wmid","birmcen",28741.5240243902
2004-02-21,"wmid","birmcen",27738.2630434783
2004-02-22,"wmid","birmcen",24740.0771276596
2004-02-23,"wmid","birmcen",26570.0396341463
2004-02-24,"wmid","birmcen",23739.7560632911
